id,city_name,city_id,aqi,pm25,pm10,temperature,timestamp,,
2,"Zagreb-2, Croatia",2,35,35.00,12,11,10/25/23,,
2,"Zagreb-2, Croatia",2,31,31.00,10,14,10/26/23,,
2,"Zagreb-2, Croatia",2,30,30.00,13,11,10/27/23,,
2,"Zagreb-2, Croatia",2,36,36.00,12,9,10/28/23,,
2,"Zagreb-2, Croatia",2,36,36.00,21,17,10/29/23,,
2,"Zagreb-2, Croatia",2,47,47.00,11,13,10/30/23,,
2,"Zagreb-2, Croatia",2,34,34.00,20,11,10/31/23,,
2,"Zagreb-2, Croatia",2,58,58.00,23,15,11/01/23,,
2,"Zagreb-2, Croatia",2,61,61.00,11,14,11/02/23,,
2,"Zagreb-2, Croatia",2,34,34.00,15,11,11/03/23,,
2,"Zagreb-2, Croatia",2,48,48.00,11,8,11/04/23,,
2,"Zagreb-2, Croatia",2,30,30.00,17,15,11/05/23,,
2,"Zagreb-2, Croatia",2,42,42.00,24,15,11/06/23,,
2,"Zagreb-2, Croatia",2,66,66.00,12,10,11/07/23,,
2,"Zagreb-2, Croatia",2,79,79.00,21,19,11/16/23,,
2,"Zagreb-2, Croatia",2,54,54.00,19,11,11/17/23,,
2,"Zagreb-2, Croatia",2,57,57.00,33,12,11/18/23,,
2,"Zagreb-2, Croatia",2,96,96.00,59,24,11/19/23,,
2,"Zagreb-2, Croatia",2,140,140.00,25,19,11/20/23,,
2,"Zagreb-2, Croatia",2,76,76.00,14,11,11/21/23,,
2,"Zagreb-2, Croatia",2,51,51.00,32,14,11/22/23,,
2,"Zagreb-2, Croatia",2,85,85.00,37,20,11/23/23,,
2,"Zagreb-2, Croatia",2,97,97.00,13,13,11/24/23,,
2,"Zagreb-2, Croatia",2,45,45.00,22,15,11/25/23,,
2,"Zagreb-2, Croatia",2,71,71.00,48,23,11/26/23,,
2,"Zagreb-2, Croatia",2,111,111.00,34,20,11/27/23,,
2,"Zagreb-2, Croatia",2,96,96.00,25,14,11/28/23,,
2,"Zagreb-2, Croatia",2,72,72.00,39,17,11/29/23,,
2,"Zagreb-2, Croatia",2,109,109.00,31,13,11/30/23,,
2,"Zagreb-2, Croatia",2,92,92.00,18,11,12/01/23,,
2,"Zagreb-2, Croatia",2,65,65.00,23,12,12/02/23,,
2,"Zagreb-2, Croatia",2,78,78.00,44,19,12/03/23,,
2,"Zagreb-2, Croatia",2,120,120.00,40,19,12/04/23,,
2,"Zagreb-2, Croatia",2,118,118.00,27,16,12/05/23,,
2,"Zagreb-2, Croatia",2,86,86.00,46,18,12/06/23,,
2,"Zagreb-2, Croatia",2,119,119.00,53,20,12/07/23,,
2,"Zagreb-2, Croatia",2,131,131.00,39,12,12/08/23,,
2,"Zagreb-2, Croatia",2,115,115.00,34,12,12/09/23,,
2,"Zagreb-2, Croatia",2,101,101.00,38,18,12/10/23,,
2,"Zagreb-2, Croatia",2,107,107.00,58,23,12/11/23,,
2,"Zagreb-2, Croatia",2,142,142.00,45,25,12/12/23,,
2,"Zagreb-2, Croatia",2,122,122.00,29,21,12/13/23,,
2,"Zagreb-2, Croatia",2,82,82.00,15,14,12/14/23,,
2,"Zagreb-2, Croatia",2,48,48.00,28,16,12/15/23,,
2,"Zagreb-2, Croatia",2,78,78.00,37,12,12/16/23,,
2,"Zagreb-2, Croatia",2,101,101.00,61,23,12/17/23,,
2,"Zagreb-2, Croatia",2,146,146.00,73,28,12/18/23,,
2,"Zagreb-2, Croatia",2,160,160.00,65,26,12/19/23,,
2,"Zagreb-2, Croatia",2,145,145.00,42,20,12/20/23,,
2,"Zagreb-2, Croatia",2,109,109.00,34,20,12/21/23,,
2,"Zagreb-2, Croatia",2,91,91.00,38,18,12/22/23,,
2,"Zagreb-2, Croatia",2,100,100.00,77,22,12/23/23,,
2,"Zagreb-2, Croatia",2,174,174.00,15,6,12/24/23,,
2,"Zagreb-2, Croatia",2,48,48.00,13,7,12/25/23,,
2,"Zagreb-2, Croatia",2,46,46.00,34,15,12/26/23,,
2,"Zagreb-2, Croatia",2,90,90.00,23,12,12/27/23,,
2,"Zagreb-2, Croatia",2,71,71.00,22,19,12/28/23,,
2,"Zagreb-2, Croatia",2,62,62.00,23,12,12/29/23,,
2,"Zagreb-2, Croatia",2,46,46.00,22,14,01/01/24,,
2,"Zagreb-2, Croatia",2,68,68.00,16,13,01/02/24,,
2,"Zagreb-2, Croatia",2,42,42.00,22,14,01/03/24,,
2,"Zagreb-2, Croatia",2,61,61.00,50,24,01/04/24,,
2,"Zagreb-2, Croatia",2,122,122.00,27,15,01/05/24,,
2,"Zagreb-2, Croatia",2,80,80.00,6,7,01/06/24,,
2,"Zagreb-2, Croatia",2,26,26.00,20,12,01/07/24,,
2,"Zagreb-2, Croatia",2,65,65.00,28,15,01/08/24,,
2,"Zagreb-2, Croatia",2,82,82.00,42,14,01/09/24,,
2,"Zagreb-2, Croatia",2,117,117.00,52,19,01/10/24,,
2,"Zagreb-2, Croatia",2,136,136.00,51,22,01/11/24,,
2,"Zagreb-2, Croatia",2,131,131.00,33,16,01/12/24,,
2,"Zagreb-2, Croatia",2,96,96.00,61,21,01/13/24,,
2,"Zagreb-2, Croatia",2,159,159.00,44,23,01/14/24,,
2,"Zagreb-2, Croatia",2,125,125.00,29,21,01/15/24,,
2,"Zagreb-2, Croatia",2,82,82.00,39,20,01/16/24,,
2,"Zagreb-2, Croatia",2,109,109.00,22,21,01/17/24,,
2,"Zagreb-2, Croatia",2,64,64.00,19,20,01/18/24,,
2,"Zagreb-2, Croatia",2,62,62.00,33,21,01/19/24,,
2,"Zagreb-2, Croatia",2,99,99.00,48,24,01/20/24,,
2,"Zagreb-2, Croatia",2,133,133.00,62,28,01/21/24,,
2,"Zagreb-2, Croatia",2,155,155.00,41,26,01/22/24,,
2,"Zagreb-2, Croatia",2,113,113.00,52,20,01/23/24,,
2,"Zagreb-2, Croatia",2,126,126.00,34,20,01/24/24,,
2,"Zagreb-2, Croatia",2,87,87.00,29,20,01/25/24,,
2,"Zagreb-2, Croatia",2,74,74.00,34,17,01/26/24,,
2,"Zagreb-2, Croatia",2,84,84.00,28,14,01/27/24,,
2,"Zagreb-2, Croatia",2,76,76.00,44,20,01/28/24,,
2,"Zagreb-2, Croatia",2,111,111.00,42,19,01/29/24,,
2,"Zagreb-2, Croatia",2,109,109.00,55,23,01/30/24,,
2,"Zagreb-2, Croatia",2,135,135.00,68,27,01/31/24,,
2,"Zagreb-2, Croatia",2,158,158.00,44,17,02/01/24,,
2,"Zagreb-2, Croatia",2,107,107.00,55,24,02/02/24,,
2,"Zagreb-2, Croatia",2,129,129.00,48,19,02/03/24,,
2,"Zagreb-2, Croatia",2,122,122.00,33,10,02/04/24,,
2,"Zagreb-2, Croatia",2,84,84.00,26,9,02/05/24,,
2,"Zagreb-2, Croatia",2,72,72.00,25,11,02/06/24,,
2,"Zagreb-2, Croatia",2,64,64.00,20,7,02/07/24,,
2,"Zagreb-2, Croatia",2,57,57.00,18,5,02/08/24,,
2,"Zagreb-2, Croatia",2,50,50.00,29,14,02/09/24,,
2,"Zagreb-2, Croatia",2,69,69.00,14,11,02/10/24,,
2,"Zagreb-2, Croatia",2,50,50.00,11,11,02/11/24,,
2,"Zagreb-2, Croatia",2,31,31.00,27,17,02/12/24,,
2,"Zagreb-2, Croatia",2,60,60.00,23,14,02/13/24,,
2,"Zagreb-2, Croatia",2,58,58.00,37,21,02/14/24,,
2,"Zagreb-2, Croatia",2,86,86.00,31,18,02/15/24,,
2,"Zagreb-2, Croatia",2,76,76.00,37,18,02/16/24,,
2,"Zagreb-2, Croatia",2,93,93.00,22,14,02/17/24,,
2,"Zagreb-2, Croatia",2,62,62.00,40,20,02/18/24,,
2,"Zagreb-2, Croatia",2,99,99.00,28,13,02/19/24,,
2,"Zagreb-2, Croatia",2,78,78.00,18,12,02/20/24,,
2,"Zagreb-2, Croatia",2,52,52.00,16,11,02/21/24,,
2,"Zagreb-2, Croatia",2,47,47.00,12,8,02/22/24,,
2,"Zagreb-2, Croatia",2,35,35.00,12,8,02/23/24,,
2,"Zagreb-2, Croatia",2,34,34.00,21,13,02/24/24,,
2,"Zagreb-2, Croatia",2,63,63.00,25,15,02/25/24,,
2,"Zagreb-2, Croatia",2,60,60.00,34,21,02/26/24,,
2,"Zagreb-2, Croatia",2,84,84.00,51,20,02/27/24,,
2,"Zagreb-2, Croatia",2,128,128.00,44,15,02/28/24,,
2,"Zagreb-2, Croatia",2,103,103.00,49,17,02/29/24,,
2,"Zagreb-2, Croatia",2,127,127.00,34,12,03/01/24,,
2,"Zagreb-2, Croatia",2,98,98.00,17,11,03/02/24,,
2,"Zagreb-2, Croatia",2,46,46.00,31,19,03/03/24,,
2,"Zagreb-2, Croatia",2,67,67.00,32,19,03/04/24,,
2,"Zagreb-2, Croatia",2,71,71.00,32,15,03/05/24,,
2,"Zagreb-2, Croatia",2,81,81.00,27,11,03/06/24,,
2,"Zagreb-2, Croatia",2,78,78.00,34,16,03/07/24,,
2,"Zagreb-2, Croatia",2,96,96.00,39,17,03/08/24,,
2,"Zagreb-2, Croatia",2,111,111.00,37,15,03/09/24,,
2,"Zagreb-2, Croatia",2,99,99.00,8,15,03/10/24,,
2,"Zagreb-2, Croatia",2,30,30.00,12,14,03/11/24,,
2,"Zagreb-2, Croatia",2,40,40.00,19,14,03/12/24,,
2,"Zagreb-2, Croatia",2,51,51.00,26,14,03/13/24,,
2,"Zagreb-2, Croatia",2,67,67.00,24,14,03/14/24,,
2,"Zagreb-2, Croatia",2,58,58.00,33,16,03/15/24,,
2,"Zagreb-2, Croatia",2,84,84.00,17,10,03/16/24,,
2,"Zagreb-2, Croatia",2,51,51.00,17,14,03/17/24,,
2,"Zagreb-2, Croatia",2,47,47.00,26,14,03/18/24,,
2,"Zagreb-2, Croatia",2,70,70.00,32,13,03/19/24,,
2,"Zagreb-2, Croatia",2,81,81.00,37,16,03/20/24,,
2,"Zagreb-2, Croatia",2,87,87.00,19,13,03/21/24,,
2,"Zagreb-2, Croatia",2,53,53.00,17,9,03/22/24,,
2,"Zagreb-2, Croatia",2,49,49.00,6,7,03/23/24,,
2,"Zagreb-2, Croatia",2,20,20.00,15,11,03/24/24,,
2,"Zagreb-2, Croatia",2,41,41.00,19,14,03/25/24,,
2,"Zagreb-2, Croatia",2,46,46.00,26,11,03/26/24,,
2,"Zagreb-2, Croatia",2,61,61.00,5,5,03/27/24,,
2,"Zagreb-2, Croatia",2,17,13.00,17,8,03/28/24,,
2,"Zagreb-2, Croatia",2,36,36.00,34,10,03/29/24,,
2,"Zagreb-2, Croatia",2,73,61.00,73,6,03/30/24,,
2,"Zagreb-2, Croatia",2,104,104.00,81,4,03/31/24,,
2,"Zagreb-2, Croatia",2,118,118.00,6,10,04/01/24,,
2,"Zagreb-2, Croatia",2,17,17.00,10,7,04/02/24,,
2,"Zagreb-2, Croatia",2,24,24.00,8,4,04/03/24,,
2,"Zagreb-2, Croatia",2,19,19.00,14,8,04/04/24,,
2,"Zagreb-2, Croatia",2,36,36.00,18,8,04/05/24,,
2,"Zagreb-2, Croatia",2,48,48.00,14,9,04/06/24,,
2,"Zagreb-2, Croatia",2,41,41.00,22,11,04/07/24,,
2,"Zagreb-2, Croatia",2,49,49.00,22,9,04/08/24,,
2,"Zagreb-2, Croatia",2,44,44.00,22,11,04/09/24,,
2,"Zagreb-2, Croatia",2,33,33.00,20,13,04/10/24,,
2,"Zagreb-2, Croatia",2,42,42.00,23,13,04/11/24,,
2,"Zagreb-2, Croatia",2,50,50.00,26,8,04/12/24,,
2,"Zagreb-2, Croatia",2,62,62.00,23,7,04/13/24,,
2,"Zagreb-2, Croatia",2,58,58.00,30,8,04/14/24,,
2,"Zagreb-2, Croatia",2,55,55.00,17,12,04/15/24,,
2,"Zagreb-2, Croatia",2,36,36.00,5,6,04/16/24,,
2,"Zagreb-2, Croatia",2,19,19.00,10,12,04/17/24,,
2,"Zagreb-2, Croatia",2,34,34.00,11,9,04/18/24,,
2,"Zagreb-2, Croatia",2,36,36.00,13,11,04/19/24,,
2,"Zagreb-2, Croatia",2,37,37.00,7,6,04/20/24,,
2,"Zagreb-2, Croatia",2,22,22.00,14,10,04/21/24,,
2,"Zagreb-2, Croatia",2,47,47.00,17,11,04/22/24,,
2,"Zagreb-2, Croatia",2,59,59.00,11,11,04/23/24,,
2,"Zagreb-2, Croatia",2,39,39.00,17,14,04/24/24,,
2,"Zagreb-2, Croatia",2,54,54.00,14,8,04/25/24,,
2,"Zagreb-2, Croatia",2,44,44.00,11,7,04/26/24,,
2,"Zagreb-2, Croatia",2,33,33.00,16,7,04/27/24,,
2,"Zagreb-2, Croatia",2,44,44.00,22,12,04/28/24,,
2,"Zagreb-2, Croatia",2,49,49.00,25,15,04/29/24,,
2,"Zagreb-2, Croatia",2,43,43.00,23,8,04/30/24,,
2,"Zagreb-2, Croatia",2,55,55.00,12,5,05/01/24,,
2,"Zagreb-2, Croatia",2,35,35.00,5,9,05/02/24,,
2,"Zagreb-2, Croatia",2,18,18.00,11,7,05/03/24,,
2,"Zagreb-2, Croatia",2,34,34.00,12,4,05/04/24,,
2,"Zagreb-2, Croatia",2,37,37.00,12,5,05/05/24,,
2,"Zagreb-2, Croatia",2,27,27.00,13,11,05/06/24,,
2,"Zagreb-2, Croatia",2,35,35.00,12,11,05/07/24,,
2,"Zagreb-2, Croatia",2,41,41.00,20,13,05/08/24,,
2,"Zagreb-2, Croatia",2,49,49.00,19,15,05/09/24,,
2,"Zagreb-2, Croatia",2,43,43.00,17,12,05/10/24,,
2,"Zagreb-2, Croatia",2,46,46.00,15,9,05/11/24,,
2,"Zagreb-2, Croatia",2,45,45.00,17,9,05/12/24,,
2,"Zagreb-2, Croatia",2,47,47.00,10,11,05/13/24,,
2,"Zagreb-2, Croatia",2,33,33.00,16,3,05/14/24,,
2,"Zagreb-2, Croatia",2,57,57.00,22,16,05/15/24,,
2,"Zagreb-2, Croatia",2,56,56.00,18,5,05/16/24,,
2,"Zagreb-2, Croatia",2,47,47.00,11,7,05/17/24,,
2,"Zagreb-2, Croatia",2,30,30.00,18,5,05/18/24,,
2,"Zagreb-2, Croatia",2,47,47.00,44,9,05/19/24,,
2,"Zagreb-2, Croatia",2,85,85.00,26,13,05/20/24,,
2,"Zagreb-2, Croatia",2,65,65.00,12,10,05/21/24,,
2,"Zagreb-2, Croatia",2,32,32.00,11,11,05/22/24,,
2,"Zagreb-2, Croatia",2,33,33.00,12,8,05/23/24,,
2,"Zagreb-2, Croatia",2,34,34.00,16,8,05/24/24,,
2,"Zagreb-2, Croatia",2,47,47.00,14,5,05/25/24,,
2,"Zagreb-2, Croatia",2,48,48.00,19,7,05/26/24,,
2,"Zagreb-2, Croatia",2,52,52.00,20,12,05/27/24,,
2,"Zagreb-2, Croatia",2,53,53.00,10,10,05/28/24,,
2,"Zagreb-2, Croatia",2,29,29.00,10,4,05/29/24,,
2,"Zagreb-2, Croatia",2,30,30.00,9,9,05/30/24,,
2,"Zagreb-2, Croatia",2,35,35.00,7,6,05/31/24,,
2,"Zagreb-2, Croatia",2,21,21.00,9,5,06/01/24,,
2,"Zagreb-2, Croatia",2,28,28.00,7,8,06/02/24,,
2,"Zagreb-2, Croatia",2,23,23.00,7,7,06/03/24,,
2,"Zagreb-2, Croatia",2,21,21.00,12,6,06/04/24,,
2,"Zagreb-2, Croatia",2,35,35.00,17,7,06/05/24,,
2,"Zagreb-2, Croatia",2,50,50.00,21,8,06/06/24,,
2,"Zagreb-2, Croatia",2,58,58.00,23,5,06/07/24,,
2,"Zagreb-2, Croatia",2,66,66.00,29,6,06/08/24,,
2,"Zagreb-2, Croatia",2,73,73.00,19,8,06/09/24,,
2,"Zagreb-2, Croatia",2,54,54.00,10,9,06/10/24,,
2,"Zagreb-2, Croatia",2,34,34.00,7,11,06/11/24,,
2,"Zagreb-2, Croatia",2,18,18.00,10,9,06/12/24,,
2,"Zagreb-2, Croatia",2,29,29.00,11,6,06/13/24,,
2,"Zagreb-2, Croatia",2,35,35.00,12,4,06/14/24,,
2,"Zagreb-2, Croatia",2,37,37.00,11,5,06/15/24,,
2,"Zagreb-2, Croatia",2,35,35.00,18,7,06/16/24,,
2,"Zagreb-2, Croatia",2,47,47.00,22,6,06/17/24,,
2,"Zagreb-2, Croatia",2,61,61.00,24,6,06/18/24,,
2,"Zagreb-2, Croatia",2,54,54.00,28,12,06/19/24,,
2,"Zagreb-2, Croatia",2,62,62.00,51,9,06/20/24,,
2,"Zagreb-2, Croatia",2,102,102.00,38,7,06/21/24,,
2,"Zagreb-2, Croatia",2,77,77.00,12,6,06/22/24,,
2,"Zagreb-2, Croatia",2,27,27.00,17,12,06/23/24,,
2,"Zagreb-2, Croatia",2,49,49.00,18,11,06/24/24,,
2,"Zagreb-2, Croatia",2,51,51.00,20,10,06/25/24,,
2,"Zagreb-2, Croatia",2,57,57.00,19,8,06/26/24,,
2,"Zagreb-2, Croatia",2,54,54.00,21,8,06/27/24,,
2,"Zagreb-2, Croatia",2,59,59.00,26,6,06/28/24,,
2,"Zagreb-2, Croatia",2,69,69.00,24,4,06/29/24,,
2,"Zagreb-2, Croatia",2,67,67.00,16,9,06/30/24,,
2,"Zagreb-2, Croatia",2,42,42.00,11,9,07/01/24,,
2,"Zagreb-2, Croatia",2,29,29.00,13,8,07/02/24,,
2,"Zagreb-2, Croatia",2,38,38.00,12,8,07/03/24,,
2,"Zagreb-2, Croatia",2,35,35.00,12,6,07/04/24,,
2,"Zagreb-2, Croatia",2,31,31.00,13,5,07/05/24,,
2,"Zagreb-2, Croatia",2,39,39.00,17,5,07/06/24,,
2,"Zagreb-2, Croatia",2,53,53.00,28,10,07/07/24,,
2,"Zagreb-2, Croatia",2,72,72.00,35,11,07/08/24,,
2,"Zagreb-2, Croatia",2,75,75.00,40,9,07/09/24,,
2,"Zagreb-2, Croatia",2,81,81.00,41,13,07/10/24,,
2,"Zagreb-2, Croatia",2,87,87.00,45,8,07/11/24,,
2,"Zagreb-2, Croatia",2,98,98.00,32,6,07/12/24,,
2,"Zagreb-2, Croatia",2,74,74.00,22,5,07/13/24,,
2,"Zagreb-2, Croatia",2,59,59.00,25,10,07/14/24,,
2,"Zagreb-2, Croatia",2,60,60.00,25,10,07/15/24,,
2,"Zagreb-2, Croatia",2,58,58.00,21,11,07/16/24,,
2,"Zagreb-2, Croatia",2,47,47.00,18,10,07/17/24,,
2,"Zagreb-2, Croatia",2,42,42.00,26,14,07/18/24,,
2,"Zagreb-2, Croatia",2,64,64.00,15,9,07/19/24,,
2,"Zagreb-2, Croatia",2,51,51.00,20,3,07/20/24,,
2,"Zagreb-2, Croatia",2,60,60.00,25,10,07/21/24,,
2,"Zagreb-2, Croatia",2,67,67.00,19,10,07/22/24,,
2,"Zagreb-2, Croatia",2,55,55.00,14,7,07/23/24,,
2,"Zagreb-2, Croatia",2,40,40.00,13,9,07/24/24,,
2,"Zagreb-2, Croatia",2,38,38.00,17,6,07/25/24,,
2,"Zagreb-2, Croatia",2,44,44.00,19,5,07/26/24,,
2,"Zagreb-2, Croatia",2,47,47.00,20,5,07/27/24,,
2,"Zagreb-2, Croatia",2,55,55.00,11,9,07/28/24,,
2,"Zagreb-2, Croatia",2,34,34.00,13,8,07/29/24,,
2,"Zagreb-2, Croatia",2,37,37.00,22,7,07/30/24,,
2,"Zagreb-2, Croatia",2,47,47.00,23,7,07/31/24,,
2,"Zagreb-2, Croatia",2,55,55.00,14,6,08/01/24,,
2,"Zagreb-2, Croatia",2,42,42.00,10,4,08/02/24,,
2,"Zagreb-2, Croatia",2,35,35.00,14,5,08/03/24,,
2,"Zagreb-2, Croatia",2,49,49.00,13,4,08/04/24,,
2,"Zagreb-2, Croatia",2,47,47.00,11,7,08/05/24,,
2,"Zagreb-2, Croatia",2,34,34.00,20,6,08/06/24,,
2,"Zagreb-2, Croatia",2,51,51.00,11,7,08/07/24,,
2,"Zagreb-2, Croatia",2,39,39.00,11,6,08/08/24,,
2,"Zagreb-2, Croatia",2,33,33.00,13,5,08/09/24,,
2,"Zagreb-2, Croatia",2,42,42.00,13,4,08/10/24,,
2,"Zagreb-2, Croatia",2,44,44.00,18,6,08/11/24,,
2,"Zagreb-2, Croatia",2,50,50.00,24,8,08/12/24,,
2,"Zagreb-2, Croatia",2,62,62.00,27,9,08/13/24,,
2,"Zagreb-2, Croatia",2,73,73.00,25,5,08/14/24,,
2,"Zagreb-2, Croatia",2,75,75.00,29,8,08/15/24,,
2,"Zagreb-2, Croatia",2,76,76.00,30,7,08/16/24,,
2,"Zagreb-2, Croatia",2,75,75.00,24,4,08/17/24,,
2,"Zagreb-2, Croatia",2,63,63.00,14,9,08/18/24,,
2,"Zagreb-2, Croatia",2,45,45.00,18,10,08/19/24,,
2,"Zagreb-2, Croatia",2,52,52.00,23,10,08/20/24,,
2,"Zagreb-2, Croatia",2,62,62.00,13,8,08/21/24,,
2,"Zagreb-2, Croatia",2,38,38.00,18,8,08/22/24,,
2,"Zagreb-2, Croatia",2,42,42.00,18,7,08/23/24,,
2,"Zagreb-2, Croatia",2,50,50.00,15,7,08/24/24,,
2,"Zagreb-2, Croatia",2,45,45.00,17,10,08/25/24,,
2,"Zagreb-2, Croatia",2,40,40.00,16,10,08/26/24,,
2,"Zagreb-2, Croatia",2,49,49.00,29,12,08/27/24,,
2,"Zagreb-2, Croatia",2,69,69.00,35,13,08/28/24,,
2,"Zagreb-2, Croatia",2,81,81.00,34,13,08/29/24,,
2,"Zagreb-2, Croatia",2,77,77.00,31,9,08/30/24,,
2,"Zagreb-2, Croatia",2,71,71.00,30,8,08/31/24,,
2,"Zagreb-2, Croatia",2,74,74.00,33,11,09/01/24,,
2,"Zagreb-2, Croatia",2,71,71.00,37,13,09/02/24,,
2,"Zagreb-2, Croatia",2,51,51.00,13,11,09/08/24,,
2,"Zagreb-2, Croatia",2,39,39.00,8,10,09/09/24,,
2,"Zagreb-2, Croatia",2,22,22.00,7,9,09/10/24,,
2,"Zagreb-2, Croatia",2,21,21.00,6,11,09/11/24,,
2,"Zagreb-2, Croatia",2,21,21.00,2,9,09/12/24,,
2,"Zagreb-2, Croatia",2,9,9.00,3,5,09/13/24,,
2,"Zagreb-2, Croatia",2,10,10.00,2,5,09/14/24,,
2,"Zagreb-2, Croatia",2,7,7.00,5,14,09/15/24,,
2,"Zagreb-2, Croatia",2,17,17.00,7,11,09/16/24,,
2,"Zagreb-2, Croatia",2,29,29.00,23,13,09/17/24,,
2,"Zagreb-2, Croatia",2,60,60.00,27,14,09/18/24,,
2,"Zagreb-2, Croatia",2,64,64.00,21,13,09/19/24,,
2,"Zagreb-2, Croatia",2,52,52.00,22,8,09/20/24,,
2,"Zagreb-2, Croatia",2,55,55.00,22,7,09/21/24,,
2,"Zagreb-2, Croatia",2,56,56.00,21,9,09/22/24,,
2,"Zagreb-2, Croatia",2,60,60.00,11,10,09/23/24,,
2,"Zagreb-2, Croatia",2,39,39.00,12,10,09/24/24,,
2,"Zagreb-2, Croatia",2,41,41.00,17,8,09/25/24,,
2,"Zagreb-2, Croatia",2,53,53.00,20,8,09/26/24,,
2,"Zagreb-2, Croatia",2,56,56.00,7,8,09/27/24,,
2,"Zagreb-2, Croatia",2,24,24.00,6,7,09/28/24,,
2,"Zagreb-2, Croatia",2,17,17.00,12,11,09/29/24,,
2,"Zagreb-2, Croatia",2,37,37.00,15,9,09/30/24,,
2,"Zagreb-2, Croatia",2,45,45.00,15,16,10/01/24,,
2,"Zagreb-2, Croatia",2,49,49.00,5,13,10/02/24,,
2,"Zagreb-2, Croatia",2,19,19.00,7,11,10/03/24,,
2,"Zagreb-2, Croatia",2,22,22.00,16,8,10/04/24,,
2,"Zagreb-2, Croatia",2,54,54.00,10,4,10/05/24,,
2,"Zagreb-2, Croatia",2,34,34.00,11,8,10/06/24,,
2,"Zagreb-2, Croatia",2,35,35.00,11,11,10/07/24,,
2,"Zagreb-2, Croatia",2,31,31.00,9,8,10/08/24,,
2,"Zagreb-2, Croatia",2,27,27.00,8,8,10/09/24,,
2,"Zagreb-2, Croatia",2,21,21.00,6,10,10/10/24,,
2,"Zagreb-2, Croatia",2,19,19.00,8,7,10/11/24,,
2,"Zagreb-2, Croatia",2,25,25.00,13,8,10/12/24,,
2,"Zagreb-2, Croatia",2,41,41.00,15,12,10/13/24,,
2,"Zagreb-2, Croatia",2,40,40.00,20,12,10/14/24,,
2,"Zagreb-2, Croatia",2,56,56.00,18,15,10/15/24,,
2,"Zagreb-2, Croatia",2,48,48.00,26,11,10/16/24,,
2,"Zagreb-2, Croatia",2,77,77.00,37,11,10/17/24,,
2,"Zagreb-2, Croatia",2,93,93.00,29,14,10/18/24,,
2,"Zagreb-2, Croatia",2,70,70.00,21,8,10/19/24,,
2,"Zagreb-2, Croatia",2,57,57.00,34,11,10/20/24,,
2,"Zagreb-2, Croatia",2,84,84.00,40,12,10/21/24,,
2,"Zagreb-2, Croatia",2,95,95.00,43,16,10/22/24,,
2,"Zagreb-2, Croatia",2,100,100.00,35,13,10/23/24,,
2,"Zagreb-2, Croatia",2,89,89.00,33,9,10/24/24,,
2,"Zagreb-2, Croatia",2,90,90.00,26,6,10/25/24,,
2,"Zagreb-2, Croatia",2,73,73.00,27,9,10/26/24,,
2,"Zagreb-2, Croatia",2,71,71.00,32,11,10/27/24,,
2,"Zagreb-2, Croatia",2,77,77.00,28,11,10/28/24,,
2,"Zagreb-2, Croatia",2,71,71.00,35,12,10/29/24,,
2,"Zagreb-2, Croatia",2,91,91.00,36,13,10/30/24,,
2,"Zagreb-2, Croatia",2,95,95.00,26,13,10/31/24,,
2,"Zagreb-2, Croatia",2,81,81.00,24,9,11/01/24,,
2,"Zagreb-2, Croatia",2,76,76.00,17,9,11/02/24,,
2,"Zagreb-2, Croatia",2,56,56.00,26,12,11/03/24,,
2,"Zagreb-2, Croatia",2,75,75.00,29,12,11/04/24,,
2,"Zagreb-2, Croatia",2,83,83.00,45,15,11/05/24,,
2,"Zagreb-2, Croatia",2,123,123.00,60,17,11/06/24,,
2,"Zagreb-2, Croatia",2,148,148.00,57,20,11/07/24,,
2,"Zagreb-2, Croatia",2,152,152.00,52,14,11/08/24,,
2,"Zagreb-2, Croatia",2,146,146.00,43,11,11/09/24,,
2,"Zagreb-2, Croatia",2,125,125.00,41,13,11/10/24,,
2,"Zagreb-2, Croatia",2,116,116.00,35,13,11/11/24,,
2,"Zagreb-2, Croatia",2,101,101.00,26,13,11/12/24,,
2,"Zagreb-2, Croatia",2,81,81.00,19,14,11/13/24,,
2,"Zagreb-2, Croatia",2,62,62.00,26,13,11/14/24,,
2,"Zagreb-2, Croatia",2,76,76.00,27,13,11/15/24,,
2,"Zagreb-2, Croatia",2,83,83.00,42,12,11/16/24,,
2,"Zagreb-2, Croatia",2,117,117.00,42,8,11/17/24,,
2,"Zagreb-2, Croatia",2,115,115.00,56,7,11/18/24,,
2,"Zagreb-2, Croatia",2,54,54.00,12,13,11/24/24,,
2,"Zagreb-2, Croatia",2,44,44.00,17,15,11/25/24,,
2,"Zagreb-2, Croatia",2,49,49.00,15,20,11/26/24,,
2,"Zagreb-2, Croatia",2,56,56.00,24,15,11/27/24,,
2,"Zagreb-2, Croatia",2,75,75.00,27,18,11/28/24,,
2,"Zagreb-2, Croatia",2,76,76.00,14,8,11/29/24,,
2,"Zagreb-2, Croatia",2,53,53.00,22,12,11/30/24,,
2,"Zagreb-2, Croatia",2,86,86.00,43,20,12/02/24,,
2,"Zagreb-2, Croatia",2,117,117.00,50,18,12/03/24,,
2,"Zagreb-2, Croatia",2,138,138.00,26,19,12/04/24,,
2,"Zagreb-2, Croatia",2,73,73.00,34,16,12/05/24,,
