date, pm25, pm10, no2, so2, co
2020/12/9, , 8, 13, 3, 
2020/12/10, , 8, 12, 3, 
2020/12/11, , 18, 8, 3, 
2020/12/12, , 17, 6, 3, 
2020/12/13, , 12, 15, 3, 
2020/12/14, , 21, 16, 5, 
2020/12/15, , 27, 11, 3, 
2020/12/16, , 23, 13, 2, 
2020/12/17, , 21, 13, 2, 
2020/12/18, , 16, 6, 2, 
2020/12/19, , 9, 8, 3, 
2020/12/20, , 21, 10, 4, 
2020/12/21, , 30, 11, 3, 
2020/12/22, , 27, 13, 3, 
2020/12/23, , 18, 6, 2, 
2020/12/24, , 5, 6, 2, 
2020/12/25, , 5, 4, 2, 
2020/12/26, , 5, , , 
2020/12/30, , 16, 14, 2, 
2020/12/31, , 14, 18, 3, 
2021/1/1, , 32, 17, 3, 
2021/1/2, , 13, 11, 2, 
2021/1/3, , 12, 17, 3, 
2020/7/1, , 15, 11, 1, 
2020/7/2, , 11, 11, 1, 
2020/7/3, , 5, 7, 1, 
2020/7/4, , 9, 7, 1, 
2020/7/5, , 10, 14, 1, 
2020/7/6, , 13, 8, 1, 
2020/7/7, , 9, 11, 1, 
2020/7/8, , 9, 15, 2, 
2020/7/9, , 13, 20, 4, 
2020/7/10, , 26, 8, 1, 
2020/7/11, , 18, 3, 1, 
2020/7/12, , 4, 9, 1, 
2020/7/13, , 8, 12, 1, 
2020/7/14, , 10, 11, 3, 
2020/7/15, , 14, 12, 2, 
2020/7/16, , 12, 11, 1, 
2020/7/17, , 6, 5, 1, 
2020/7/18, , 5, 3, 1, 
2020/7/19, , 5, 9, 1, 
2020/7/20, , 8, 13, 1, 
2020/7/21, , 13, 8, 1, 
2020/7/22, , 9, 12, 1, 
2020/7/23, , 12, 11, 1, 
2020/7/24, , 16, 5, 1, 
2020/7/25, , 7, 5, 1, 
2020/7/26, , 12, 9, 1, 
2020/7/27, , 11, 11, 2, 
2020/7/28, , 13, 12, 2, 
2020/7/29, , 15, 10, 2, 
2020/7/30, , 15, 13, 2, 
2020/7/31, , 23, 7, 2, 
2020/8/1, , 14, 6, 2, 
2020/8/2, , 12, 10, 2, 
2020/8/3, , 16, 7, 2, 
2020/8/4, , 8, 2, 1, 
2020/8/5, , 3, 7, 2, 
2020/8/6, , 11, 10, 2, 
2020/8/7, , 18, 7, 2, 
2020/8/8, , 20, 7, 2, 
2020/8/9, , 21, 12, 2, 
2020/8/10, , 22, 11, 2, 
2020/8/11, , 22, 10, 2, 
2020/8/12, , 15, 12, 2, 
2020/8/13, , 17, 8, 2, 
2020/8/14, , 11, 3, 1, 
2020/8/15, , 9, 6, 2, 
2020/8/16, , 12, 9, 2, 
2020/8/17, , 14, 9, 2, 
2020/8/18, , 8, 9, 2, 
2020/8/19, , 8, 12, 2, 
2020/8/20, , 9, 11, 2, 
2020/8/21, , 11, 9, 2, 
2020/8/22, , 16, 2, 2, 
2020/8/23, , 6, 9, 2, 
2020/8/24, , 7, 11, 2, 
2020/8/25, , 8, 7, 2, 
2020/8/26, , 9, 13, 2, 
2020/8/27, , 11, 19, 2, 
2020/8/28, , 21, 13, 2, 
2020/8/29, , 17, 9, 2, 
2020/8/30, , 12, 11, 2, 
2020/8/31, , 12, 11, 2, 
2020/9/1, , 4, 11, 2, 
2020/9/2, , 6, 14, 2, 
2020/9/3, , 13, 13, 2, 
2020/9/4, , 10, 11, 2, 
2020/9/5, , 10, 9, 2, 
2020/9/6, , 12, 10, 2, 
2020/9/7, , 8, 9, 2, 
2020/9/8, , 12, 17, 2, 
2020/9/9, , 15, 19, 2, 
2020/9/10, , 17, 18, 2, 
2020/9/11, , 18, 13, 2, 
2020/9/12, , 19, 11, 2, 
2020/9/13, , 21, 18, 2, 
2020/9/14, , 19, 21, 2, 
2020/9/15, , 22, 20, 3, 
2020/9/16, , 25, 17, 2, 
2020/9/17, , 23, 13, 2, 
2020/9/18, , 8, 13, 2, 
2020/9/19, , 10, 13, 2, 
2020/9/20, , 15, 22, 3, 
2020/9/21, , 24, 16, 2, 
2020/9/22, , 24, 9, 2, 
2020/9/23, , 8, 9, 2, 
2020/9/24, , 7, 13, 2, 
2020/9/25, , 8, , , 
2020/9/27, , 4, 14, 2, 
2020/9/28, , 8, 11, 2, 
2020/9/29, , 8, 14, 2, 
2020/9/30, , 10, 11, 2, 
2020/4/1, , 8, 15, 1, 
2020/4/2, , 18, 15, 1, 
2020/4/3, , 22, 2, 1, 
2020/4/4, , 9, 3, 2, 
2020/4/5, , 16, 6, 2, 
2020/4/6, , 20, 8, 3, 
2020/4/7, , 16, 14, 2, 
2020/4/8, , 19, 14, 4, 
2020/4/9, , 19, 14, 2, 
2020/4/10, , 22, 7, 1, 
2020/4/11, , 16, 2, 1, 
2020/4/12, , 15, , 1, 
2020/4/13, , 19, 4, 1, 
2020/4/14, , 9, 10, 1, 
2020/4/15, , 14, 8, 1, 
2020/4/16, , 14, 9, 1, 
2020/4/17, , 13, 8, 1, 
2020/4/18, , 16, 3, 1, 
2020/4/19, , 14, 4, 1, 
2020/4/20, , 8, 3, 1, 
2020/4/21, , 11, 7, 2, 
2020/4/22, , 15, 11, 1, 
2020/4/23, , 17, 13, 1, 
2020/4/24, , 20, 4, 1, 
2020/4/25, , 18, 4, 1, 
2020/4/26, , 10, 6, 1, 
2020/4/27, , 14, 3, 1, 
2020/4/28, , 14, 6, 1, 
2020/4/29, , 6, 6, 1, 
2020/4/30, , 5, 4, 1, 
2020/5/1, , 5, 4, 1, 
2020/5/2, , 5, 4, 1, 
2020/5/3, , 5, 9, 1, 
2020/5/4, , 8, 8, 1, 
2020/5/5, , 8, 9, 1, 
2020/5/6, , 6, 9, 1, 
2020/5/7, , 9, 9, 1, 
2020/5/8, , 15, 2, 2, 
2020/5/9, , 13, 1, 2, 
2020/5/10, , 9, 5, 1, 
2020/5/11, , 12, 6, 1, 
2020/5/12, , 4, 9, 1, 
2020/5/13, , 9, 8, 1, 
2020/5/14, , 15, 7, 1, 
2020/5/15, , 13, 7, 1, 
2020/5/16, , 12, 6, 1, 
2020/5/17, , 12, 10, 1, 
2020/5/18, , 11, 13, 1, 
2020/5/19, , 15, 10, 1, 
2020/5/20, , 11, 10, 1, 
2020/5/21, , 9, 11, 1, 
2020/5/22, , 12, 8, 1, 
2020/5/23, , 13, 2, 1, 
2020/5/24, , 5, 6, 1, 
2020/5/25, , 8, 3, 1, 
2020/5/26, , 5, 7, 1, 
2020/5/27, , 7, 6, 1, 
2020/5/28, , 8, 5, 1, 
2020/5/29, , 8, 3, 1, 
2020/5/30, , 6, 3, 1, 
2020/5/31, , 7, 6, 1, 
2020/6/1, , 9, 8, 1, 
2020/6/2, , 11, 6, 1, 
2020/6/3, , 8, 3, 1, 
2020/6/4, , 7, 8, 1, 
2020/6/5, , 8, 4, 1, 
2020/6/6, , 7, 4, 1, 
2020/6/7, , 8, 3, 1, 
2020/6/8, , 6, , 1, 
2020/6/9, , 7, 8, 1, 
2020/6/10, , 9, 3, 1, 
2020/6/11, , 7, 4, 1, 
2020/6/12, , 7, 1, 2, 
2020/6/13, , 10, 1, 2, 
2020/6/14, , 8, 12, 1, 
2020/6/15, , 4, 8, 1, 
2020/6/16, , 10, 7, 1, 
2020/6/17, , 11, 8, 1, 
2020/6/18, , 9, 9, 1, 
2020/6/19, , 9, 7, 1, 
2020/6/20, , 5, 2, 1, 
2020/6/21, , 5, 5, 1, 
2020/6/22, , 7, 9, 1, 
2020/6/23, , 10, 13, 1, 
2020/6/24, , 12, 12, 2, 
2020/6/25, , 11, 9, 1, 
2020/6/26, , 10, 5, 1, 
2020/6/27, , 11, 6, 1, 
2020/6/28, , 15, 6, 1, 
2020/6/29, , 17, 11, 1, 
2020/6/30, , 8, 15, 1, 
2020/1/1, , 57, 34, 2, 
2020/1/2, , 40, 46, 3, 
2020/1/3, , 69, , , 
2020/1/5, , 10, 25, 1, 
2020/1/6, , 20, 41, 3, 
2020/1/7, , 54, 35, 3, 
2020/1/8, , 43, 40, 3, 
2020/1/9, , 53, 43, 3, 
2020/1/10, , 43, 44, 3, 
2020/1/11, , 58, 33, 2, 
2020/1/12, , 30, 33, 2, 
2020/1/13, , 54, 25, 1, 
2020/1/14, , 33, 37, 3, 
2020/1/15, , 48, 33, 3, 
2020/1/16, , 50, 16, 1, 
2020/1/17, , 22, 11, 1, 
2020/1/18, , 20, 14, 1, 
2020/1/19, , 18, 18, 1, 
2020/1/20, , 18, 27, 2, 
2020/1/21, , 36, 27, 2, 
2020/1/22, , 46, 29, 2, 
2020/1/23, , 45, 18, 1, 
2020/1/24, , 27, 23, 1, 
2020/1/25, , 42, 13, 1, 
2020/1/26, , 41, 14, 1, 
2020/1/27, , 33, 15, 1, 
2020/1/28, , 11, 23, 1, 
2020/1/29, , 15, 22, 1, 
2020/1/30, , 21, 12, 1, 
2020/1/31, , 12, 7, 1, 
2020/2/1, , 6, 7, 1, 
2020/2/2, , 5, 17, 1, 
2020/2/3, , 13, 19, 1, 
2020/2/4, , 15, 6, 1, 
2020/2/5, , 6, 25, 1, 
2020/2/6, , 15, 24, 1, 
2020/2/7, , 20, 26, 2, 
2020/2/8, , 28, 18, 1, 
2020/2/9, , 25, 7, 1, 
2020/2/10, , 7, 22, 1, 
2020/2/11, , 12, 19, 1, 
2020/2/12, , 10, 26, 2, 
2020/2/13, , 27, 19, 1, 
2020/2/14, , 11, 24, 1, 
2020/2/15, , 22, 20, 1, 
2020/2/16, , 19, 7, 1, 
2020/2/17, , 7, 20, 1, 
2020/2/18, , 13, 19, 1, 
2020/2/19, , 12, 21, 1, 
2020/2/20, , 11, 21, 1, 
2020/2/21, , 16, 20, 1, 
2020/2/22, , 18, 11, 1, 
2020/2/23, , 14, 23, 1, 
2020/2/24, , 14, 19, 1, 
2020/2/25, , 20, 14, 1, 
2020/2/26, , 8, 8, 1, 
2020/2/27, , 5, 15, 1, 
2020/2/28, , 7, 16, 1, 
2020/2/29, , 14, 12, 1, 
2020/3/1, , 11, 14, 1, 
2020/3/2, , 10, 16, 1, 
2020/3/3, , 5, 11, 1, 
2020/3/4, , 6, 16, 1, 
2020/3/5, , 11, 14, 1, 
2020/3/6, , 13, 15, 1, 
2020/3/7, , 13, 12, 1, 
2020/3/8, , 9, 24, 1, 
2020/3/9, , 32, 9, 1, 
2020/3/10, , 9, 17, 1, 
2020/3/11, , 15, 9, 1, 
2020/3/12, , 10, 12, 1, 
2020/3/13, , 10, 9, 1, 
2020/3/14, , 10, 7, 1, 
2020/3/15, , 7, 23, 4, 
2020/3/16, , 23, 19, 2, 
2020/3/17, , 19, 23, 1, 
2020/3/18, , 20, 23, 2, 
2020/3/19, , 26, 21, 2, 
2020/3/20, , 25, 3, 1, 
2020/3/21, , 15, 1, 1, 
2020/3/22, , 11, 1, 1, 
2020/3/23, , 11, 1, 1, 
2020/3/24, , 15, 3, 1, 
2020/3/25, , 13, 3, 1, 
2020/3/26, , 19, 6, 3, 
2020/3/27, , 106, 13, 1, 
2020/3/28, , 68, 11, 1, 
2020/3/29, , 55, , , 
2019/10/1, , 11, 17, 1, 
2019/10/2, , 13, 14, 1, 
2019/10/3, , 6, 14, 1, 
2019/10/4, , 10, 19, 1, 
2019/10/5, , 11, , , 
2019/10/7, , 10, 12, 1, 
2019/10/8, , 11, 13, 1, 
2019/10/9, , 13, 17, 1, 
2019/10/10, , 7, 15, 1, 
2019/10/11, , 9, 5, 1, 
2019/10/12, , 9, 12, 1, 
2019/10/13, , 13, 21, 1, 
2019/10/14, , 20, 14, 1, 
2019/10/15, , 15, 23, 1, 
2019/10/16, , 18, 13, 1, 
2019/10/17, , 17, , , 
2019/10/18, , 11, , , 
2019/10/19, , 11, , , 
2019/10/20, , 14, 15, 1, 
2019/10/21, , 17, 23, 1, 
2019/10/22, , 25, 26, 3, 
2019/10/23, , 34, 24, 2, 
2019/10/24, , 28, 22, 2, 
2019/10/25, , 32, , , 
2019/10/27, , 32, 20, 2, 
2019/10/28, , 24, 15, 1, 
2019/10/29, , 7, 13, 1, 
2019/10/30, , 10, 12, 1, 
2019/10/31, , 9, 13, 2, 
2019/11/1, , 12, 11, 2, 
2019/11/2, , 20, 12, 1, 
2019/11/3, , 16, 24, 1, 
2019/11/4, , 10, 23, 1, 
2019/11/5, , 10, 18, 1, 
2019/11/6, , 9, 17, 1, 
2019/11/7, , 12, 19, 2, 
2019/11/8, , 19, 18, 1, 
2019/11/9, , 10, 11, 1, 
2019/11/10, , 9, 16, 2, 
2019/11/11, , 16, 17, 2, 
2019/11/12, , 13, 18, 2, 
2019/11/13, , 14, 19, 1, 
2019/11/14, , 9, 18, 3, 
2019/11/15, , 22, 21, 2, 
2019/11/16, , 13, 15, 2, 
2019/11/17, , 15, 16, 1, 
2019/11/18, , 12, 27, 4, 
2019/11/19, , 20, 17, 2, 
2019/11/20, , 21, 18, 2, 
2019/11/21, , 17, 21, 2, 
2019/11/22, , 23, 13, 2, 
2019/11/23, , 19, 13, 2, 
2019/11/24, , 27, 14, 4, 
2019/11/25, , 20, 11, 2, 
2019/11/26, , 18, 3, 2, 
2019/11/27, , 9, 25, 2, 
2019/11/28, , 25, 20, 2, 
2019/11/29, , 17, 21, 2, 
2019/11/30, , 17, 23, 3, 
2019/12/1, , 24, 19, 3, 
2019/12/2, , 18, 15, 1, 
2019/12/3, , 17, 19, 1, 
2019/12/4, , 15, 11, 4, 
2019/12/5, , 21, 16, 2, 
2019/12/6, , 26, 18, 1, 
2019/12/7, , 31, 15, 1, 
2019/12/8, , 19, 31, 2, 
2019/12/9, , 28, 19, 1, 
2019/12/10, , 9, 33, 2, 
2019/12/11, , 24, 23, 2, 
2019/12/12, , 35, 16, 1, 
2019/12/13, , 19, 22, 2, 
2019/12/14, , 14, 28, 2, 
2019/12/15, , 35, 27, 2, 
2019/12/16, , 21, 14, 1, 
2019/12/17, , 14, 24, 2, 
2019/12/18, , 21, 29, 5, 
2019/12/19, , 32, 29, 3, 
2019/12/20, , 31, 24, 1, 
2019/12/21, , 17, 13, 1, 
2019/12/22, , 5, 19, 1, 
2019/12/23, , 12, 28, 2, 
2019/12/24, , 24, 17, 1, 
2019/12/25, , 22, 22, 2, 
2019/12/26, , 21, 26, 2, 
2019/12/27, , 25, 10, 1, 
2019/12/28, , 6, , , 
2019/7/1, , 15, 19, 7, 
2019/7/2, , 16, 16, 7, 
2019/7/3, , 12, 15, 7, 
2019/7/4, , 12, 16, 8, 
2019/7/5, , 19, 11, 7, 
2019/7/6, , 27, 6, 5, 
2019/7/7, , 13, 13, 6, 
2019/7/8, , 10, 15, 7, 
2019/7/9, , 8, 14, 9, 
2019/7/10, , 9, 11, 8, 
2019/7/11, , 10, 18, 8, 
2019/7/12, , 12, 9, 6, 
2019/7/13, , 7, 6, 8, 
2019/7/14, , 6, 11, 8, 
2019/7/15, , 13, 13, 8, 
2019/7/16, , 11, 17, 8, 
2019/7/17, , 14, 15, 7, 
2019/7/18, , 13, 15, 7, 
2019/7/19, , 14, 10, 7, 
2019/7/20, , 12, 5, 6, 
2019/7/21, , 12, 14, 7, 
2019/7/22, , 10, 16, 7, 
2019/7/23, , 14, 19, 7, 
2019/7/24, , 18, 17, 7, 
2019/7/25, , 20, 19, 7, 
2019/7/26, , 20, 6, 6, 
2019/7/27, , 12, 7, 4, 
2019/7/28, , 6, 8, 6, 
2019/7/29, , 11, 13, 7, 
2019/7/30, , 16, 13, 6, 
2019/7/31, , 15, 11, 6, 
2019/8/1, , 9, 14, 6, 
2019/8/2, , 12, 6, 7, 
2019/8/3, , 7, 6, 8, 
2019/8/4, , 7, 6, 8, 
2019/8/5, , 9, 8, 7, 
2019/8/6, , 11, 7, 6, 
2019/8/7, , 15, 10, 7, 
2019/8/8, , 10, 10, 8, 
2019/8/9, , 16, 9, 7, 
2019/8/10, , 18, 6, 7, 
2019/8/11, , 9, 11, 7, 
2019/8/12, , 18, 7, , 
2019/8/13, , 4, 11, 8, 
2019/8/14, , 7, 7, 7, 
2019/8/15, , 9, 16, 6, 
2019/8/16, , 9, 7, 6, 
2019/8/17, , 7, 8, 5, 
2019/8/18, , 10, 13, 5, 
2019/8/19, , 12, 20, 5, 
2019/8/20, , 19, 10, 6, 
2019/8/21, , 11, 11, 6, 
2019/8/22, , 10, 11, 2, 
2019/8/23, , 19, 10, 1, 
2019/8/24, , 16, 5, , 
2019/8/25, , 13, 17, 1, 
2019/8/26, , 21, 14, 1, 
2019/8/27, , 24, 17, 2, 
2019/8/28, , 29, 17, 1, 
2019/8/29, , 35, 19, 1, 
2019/8/30, , 22, 17, 1, 
2019/8/31, , 25, 14, 2, 
2019/9/1, , 27, 18, 1, 
2019/9/2, , 31, 18, 1, 
2019/9/3, , 11, 19, 1, 
2019/9/4, , 12, 21, 2, 
2019/9/5, , 17, 18, 1, 
2019/9/6, , 12, 11, 1, 
2019/9/7, , 12, 8, , 
2019/9/8, , 7, 13, 1, 
2019/9/9, , 6, 15, 1, 
2019/9/10, , 7, 17, 1, 
2019/9/11, , 12, 18, 1, 
2019/9/12, , 14, 20, 1, 
2019/9/13, , 14, 17, 1, 
2019/9/14, , 13, 12, 1, 
2019/9/15, , 11, 18, 1, 
2019/9/16, , 16, 14, 1, 
2019/9/17, , 16, 13, 1, 
2019/9/18, , 6, 14, 1, 
2019/9/19, , 10, 14, 1, 
2019/9/20, , 9, 16, 1, 
2019/9/21, , 11, 12, 1, 
2019/9/22, , 16, 15, 1, 
2019/9/23, , 12, 12, 1, 
2019/9/24, , 12, 14, 1, 
2019/9/25, , 15, 11, 1, 
2019/9/26, , 6, 14, 1, 
2019/9/27, , 9, 14, 1, 
2019/9/28, , 10, 9, 1, 
2019/9/29, , 8, 11, 1, 
2019/9/30, , 12, 13, 1, 
2019/4/1, , 23, 25, 10, 
2019/4/2, , 22, 25, 8, 
2019/4/3, , 31, 25, 9, 
2019/4/4, , 21, 19, 8, 
2019/4/5, , 10, 17, 8, 
2019/4/6, , 9, 16, 8, 
2019/4/7, , 14, 16, 7, 
2019/4/8, , 15, 16, 6, 
2019/4/9, , 17, 24, 8, 
2019/4/10, , 25, 18, 7, 
2019/4/11, , 14, 16, 8, 
2019/4/12, , 15, 15, 9, 
2019/4/13, , 14, 10, 9, 
2019/4/14, , 13, 18, 9, 
2019/4/15, , 18, 27, 10, 
2019/4/16, , 23, 26, 10, 
2019/4/17, , 22, 22, 9, 
2019/4/18, , 22, , , 
2019/4/23, , 17, 11, 8, 
2019/4/24, , 28, 13, 7, 
2019/4/25, , 38, 15, 7, 
2019/4/26, , 44, 12, 7, 
2019/4/27, , 12, 12, 9, 
2019/4/28, , 9, 13, 8, 
2019/4/29, , 7, 12, 8, 
2019/4/30, , 7, 10, 8, 
2019/5/1, , 12, 16, 7, 
2019/5/2, , 13, , 6, 
2019/5/3, , 9, , 6, 
2019/5/4, , 6, , 6, 
2019/5/5, , 3, , 7, 
2019/5/6, , 6, , 8, 
2019/5/7, , 10, , 7, 
2019/5/8, , 15, 22, 6, 
2019/5/9, , 9, 16, 7, 
2019/5/10, , 9, 11, 7, 
2019/5/11, , 9, 6, 5, 
2019/5/12, , 6, 4, 2, 
2019/5/13, , 4, 9, 6, 
2019/5/14, , 7, 14, 6, 
2019/5/15, , 5, 14, 7, 
2019/5/16, , 8, 17, 7, 
2019/5/17, , 14, 16, 9, 
2019/5/18, , 27, 11, 6, 
2019/5/19, , 17, 6, 5, 
2019/5/20, , 6, 9, 5, 
2019/5/21, , 6, 13, 6, 
2019/5/22, , 9, 19, 7, 
2019/5/23, , 9, 20, 7, 
2019/5/24, , 13, 15, 7, 
2019/5/25, , 12, 10, 7, 
2019/5/26, , 11, 14, 6, 
2019/5/27, , 8, 12, 6, 
2019/5/28, , 11, 14, 5, 
2019/5/29, , 5, 14, 6, 
2019/5/30, , 7, 16, 7, 
2019/5/31, , 11, 13, 7, 
2019/6/1, , 13, 10, 6, 
2019/6/2, , 10, 16, 6, 
2019/6/3, , 14, 20, 7, 
2019/6/4, , 16, 18, 6, 
2019/6/5, , 17, 7, 5, 
2019/6/6, , 12, 6, 5, 
2019/6/7, , 13, 8, 5, 
2019/6/8, , 17, 9, 7, 
2019/6/9, , 13, 21, 7, 
2019/6/10, , 25, 21, 7, 
2019/6/11, , 27, 20, 8, 
2019/6/12, , 20, 11, 6, 
2019/6/13, , 24, 21, 7, 
2019/6/14, , 18, 23, 6, 
2019/6/15, , 28, 11, 6, 
2019/6/16, , 23, 15, 4, 
2019/6/17, , 14, 16, 5, 
2019/6/18, , 14, 12, 5, 
2019/6/19, , 16, 8, 5, 
2019/6/20, , 16, 12, 6, 
2019/6/21, , 15, 8, 4, 
2019/6/22, , 11, 6, 5, 
2019/6/23, , 6, 8, 6, 
2019/6/24, , 10, 10, 7, 
2019/6/25, , 15, 15, 7, 
2019/6/26, , 19, 12, 6, 
2019/6/27, , 24, 12, 9, 
2019/6/28, , 11, 11, 8, 
2019/6/29, , 12, 12, 8, 
2019/6/30, , 16, 12, 7, 
2019/1/1, , 32, 21, 9, 
2019/1/2, , 32, 13, 9, 
2019/1/3, , 1, 24, 9, 
2019/1/4, , 16, 7, 9, 
2019/1/5, , 11, 23, 8, 
2019/1/6, , 28, 15, 10, 
2019/1/7, , 9, 15, 8, 
2019/1/8, , 22, 35, 9, 
2019/1/9, , 30, 20, 8, 
2019/1/10, , 17, 23, 36, 
2019/1/11, , 20, , , 
2019/1/14, , 29, 24, 8, 
2019/1/15, , 16, 27, 7, 
2019/1/16, , 17, 12, 6, 
2019/1/17, , 9, 24, 7, 
2019/1/18, , 8, 18, 8, 
2019/1/19, , 14, 12, 7, 
2019/1/20, , 17, 20, 8, 
2019/1/21, , 22, 16, 5, 
2019/1/22, , 18, 19, 1, 
2019/1/23, , 31, 20, 1, 
2019/1/24, , 28, 18, 1, 
2019/1/25, , 27, 21, , 
2019/1/26, , 31, 28, 1, 
2019/1/27, , 52, 27, 1, 
2019/1/28, , 21, 26, 2, 
2019/1/29, , 18, 24, 4, 
2019/1/30, , 31, 22, 8, 
2019/1/31, , 26, 23, 9, 
2019/2/1, , 39, 22, 6, 
2019/2/2, , 20, 24, 6, 
2019/2/3, , 17, 16, 7, 
2019/2/4, , 8, 17, 8, 
2019/2/5, , 12, 25, 8, 
2019/2/6, , 21, 34, 9, 
2019/2/7, , 35, 35, 9, 
2019/2/8, , 51, 32, 9, 
2019/2/9, , 57, 20, 7, 
2019/2/10, , 33, 22, 6, 
2019/2/11, , 13, 22, 9, 
2019/2/12, , 20, 26, 8, 
2019/2/13, , 17, 32, 9, 
2019/2/14, , 31, 31, 8, 
2019/2/15, , 30, 25, 8, 
2019/2/16, , 30, 31, 9, 
2019/2/17, , 45, 42, 9, 
2019/2/18, , 54, 39, 8, 
2019/2/19, , 47, 35, 8, 
2019/2/20, , 36, 35, 8, 
2019/2/21, , 33, 24, 6, 
2019/2/22, , 29, 9, 6, 
2019/2/23, , 10, 17, 8, 
2019/2/24, , 16, 27, 8, 
2019/2/25, , 23, 26, 8, 
2019/2/26, , 27, 24, 7, 
2019/2/27, , 16, 24, 7, 
2019/2/28, , 23, 32, 8, 
2019/3/1, , 26, 25, 8, 
2019/3/2, , 30, 12, 6, 
2019/3/3, , 12, 12, 6, 
2019/3/4, , 13, 32, 7, 
2019/3/5, , 20, 20, 7, 
2019/3/6, , 16, 13, 5, 
2019/3/7, , 14, 18, 6, 
2019/3/8, , 18, 13, 7, 
2019/3/9, , 11, 5, 6, 
2019/3/10, , 8, 19, 6, 
2019/3/11, , 9, 19, 7, 
2019/3/12, , 9, 20, 7, 
2019/3/13, , 14, 15, 6, 
2019/3/14, , 10, 23, 6, 
2019/3/15, , 15, 21, 6, 
2019/3/16, , 17, 7, 6, 
2019/3/17, , 11, 18, 5, 
2019/3/18, , 11, 17, 7, 
2019/3/19, , 7, 14, 7, 
2019/3/20, , 10, 24, 8, 
2019/3/21, , 18, 32, 8, 
2019/3/22, , 29, 29, 8, 
2019/3/23, , 30, 24, 7, 
2019/3/24, , 29, 21, 6, 
2019/3/25, , 23, 15, 6, 
2019/3/26, , 7, 22, 8, 
2019/3/27, , 16, 16, 7, 
2019/3/28, , 11, 19, 8, 
2019/3/29, , 10, 28, 10, 
2019/3/30, , 25, 28, 11, 
2019/3/31, , 28, 23, 9, 
2018/10/1, , 23, 17, 5, 
2018/10/2, , 9, 21, 8, 
2018/10/3, , 16, 26, 7, 
2018/10/4, , 22, 28, 9, 
2018/10/5, , 31, 26, 6, 
2018/10/6, , 45, 16, 5, 
2018/10/7, , 31, 15, 5, 
2018/10/8, , 23, 24, 7, 
2018/10/9, , 33, 26, 7, 
2018/10/10, , 35, 29, 7, 
2018/10/11, , 42, 29, 7, 
2018/10/12, , 46, 25, 7, 
2018/10/13, , 44, 21, 6, 
2018/10/14, , 38, 25, 7, 
2018/10/15, , 44, 19, 6, 
2018/10/16, , 41, 30, 7, 
2018/10/17, , 50, 29, 6, 
2018/10/18, , 53, 26, 7, 
2018/10/19, , 40, , , 
2018/10/22, , 19, 21, 7, 
2018/10/23, , 22, 19, 7, 
2018/10/24, , 19, 14, 5, 
2018/10/25, , 14, 20, 7, 
2018/10/26, , 22, , , 
2018/10/28, , 12, 20, 6, 
2018/10/29, , 14, 11, 4, 
2018/10/30, , 11, 30, 7, 
2018/10/31, , 22, 19, 6, 
2018/11/1, , 33, 17, 5, 
2018/11/2, , 19, 12, 5, 
2018/11/3, , 28, 10, 7, 
2018/11/4, , 29, 14, 7, 
2018/11/5, , 41, 17, 7, 
2018/11/6, , 45, 15, 7, 
2018/11/7, , 28, 7, 6, 
2018/11/8, , 17, 18, 7, 
2018/11/9, , 27, 12, 6, 
2018/11/10, , 15, 15, 6, 
2018/11/11, , 17, 16, 4, 
2018/11/12, , 16, 17, 5, 
2018/11/13, , 16, 25, 7, 
2018/11/14, , 22, 24, 8, 
2018/11/15, , 24, 17, 8, 
2018/11/16, , 12, 12, 8, 
2018/11/17, , 12, 11, 9, 
2018/11/18, , 15, 13, 9, 
2018/11/19, , 16, 14, 7, 
2018/11/20, , 15, 13, 8, 
2018/11/21, , 18, 14, 8, 
2018/11/22, , 23, 13, 8, 
2018/11/23, , 19, 13, 9, 
2018/11/24, , 37, 11, 6, 
2018/11/25, , 26, 12, 7, 
2018/11/26, , 7, 12, 7, 
2018/11/27, , 8, 18, 8, 
2018/11/28, , 12, 25, 11, 
2018/11/29, , 25, 18, 10, 
2018/11/30, , 25, 19, 10, 
2018/12/1, , 37, 22, 9, 
2018/12/2, , 52, 22, 7, 
2018/12/3, , 30, 27, 9, 
2018/12/4, , 40, 27, 10, 
2018/12/5, , 21, 28, 10, 
2018/12/6, , 37, 19, 8, 
2018/12/7, , 32, 17, 6, 
2018/12/8, , 13, 18, 7, 
2018/12/9, , 16, 19, 8, 
2018/12/10, , 20, 25, 7, 
2018/12/11, , 20, 26, 9, 
2018/12/12, , 30, 22, 10, 
2018/12/13, , 21, 16, 8, 
2018/12/14, , 10, 8, 8, 
2018/12/15, , 9, , , 
2018/12/16, , 23, 32, 12, 
2018/12/17, , 43, 31, 9, 
2018/12/18, , 40, 21, 9, 
2018/12/19, , 46, 22, 9, 
2018/12/20, , 49, 17, 9, 
2018/12/21, , 48, 20, 7, 
2018/12/22, , 9, 18, 6, 
2018/12/23, , 15, 17, 6, 
2018/12/24, , 5, , , 
2018/7/1, , 8, 13, 3, 
2018/7/2, , 13, 15, 3, 
2018/7/3, , 21, 18, 2, 
2018/7/4, , 14, 17, 2, 
2018/7/5, , 16, 12, , 
2018/7/6, , 7, 7, , 
2018/7/7, , 11, 9, 2, 
2018/7/8, , 10, 9, , 
2018/7/9, , 13, 17, , 
2018/7/10, , 25, 13, 2, 
2018/7/11, , 11, 12, , 
2018/7/12, , 10, 16, , 
