date, pm25, pm10, o3, no2, so2, co
2017/6/15, , 14, 59, 15, , 
2017/6/16, , 16, 45, 7, , 
2017/6/17, , 11, 47, 4, , 
2017/6/18, , 9, 57, 13, , 
2017/6/19, , 12, 53, 15, , 
2017/6/21, , 14, 62, 8, , 
2017/6/22, , 11, 77, 11, , 
2017/6/23, , 24, 74, 9, , 
2017/6/24, , 16, 68, 7, , 
2017/6/25, , 15, 46, 10, , 
2017/6/26, , 8, 46, 14, , 
2017/6/27, , 11, 41, 12, , 
2017/6/28, , 14, 56, 5, , 
2017/6/29, , 8, 43, 9, , 
2017/6/30, , 6, 45, 7, , 
2017/1/2, , 77, 21, 16, , 
2017/1/3, , 38, 13, 16, , 
2017/1/4, , 39, 6, 15, , 
2017/1/5, , 53, , , , 
2017/1/9, , 31, 28, 8, 6, 
2017/1/10, , 32, 20, 17, 2, 
2017/1/11, , 55, 26, 16, 1, 
2017/1/12, , 35, 25, 16, 1, 
2017/1/13, , 29, 25, 14, , 
2017/1/14, , 23, , , , 
2017/1/16, , 13, 29, 5, 1, 
2017/1/17, , 20, 30, 5, 2, 
2017/1/18, , 24, 31, 11, 3, 
2017/1/19, , 35, 19, 35, 7, 
2017/1/20, , 72, 25, 24, 7, 
2017/1/21, , 82, 31, 24, 12, 
2017/1/22, , 78, 25, 24, 2, 
2017/1/23, , 104, 31, 11, 3, 
2017/1/24, , 74, 20, 17, 1, 
2017/1/25, , 53, 18, 20, 1, 
2017/1/26, , 61, 22, 20, 2, 
2017/1/27, , 66, 30, 14, 6, 
2017/1/28, , 83, 28, 11, 13, 
2017/1/29, , 62, 27, 11, 4, 
2017/1/30, , 51, 31, 13, 2, 
2017/1/31, , 69, 11, 29, 7, 
2017/2/1, , 96, 14, 27, 2, 
2017/2/2, , 65, 26, 18, , 
2017/2/3, , 21, 30, 8, , 
2017/2/4, , 16, , 3, , 
2017/2/6, , 17, 22, 12, 1, 
2017/2/7, , 24, 26, 8, , 
2017/2/8, , 32, 19, 8, 1, 
2017/2/9, , 50, 21, 9, 3, 
2017/2/10, , 37, 23, 10, 2, 
2017/2/11, , 46, 26, 11, 4, 
2017/2/12, , 57, 29, 11, 3, 
2017/2/13, , 45, 31, 22, 3, 
2017/2/14, , 57, 28, 24, 2, 
2017/2/15, , 59, 21, 26, 2, 
2017/2/16, , 76, 35, 19, 1, 
2017/2/17, , 69, 24, 14, , 
2017/2/18, , 31, 25, 17, , 
2017/2/19, , 31, 24, 21, , 
2017/2/20, , 47, 31, 16, , 
2017/2/21, , 34, 38, 13, , 
2017/2/22, , 34, 40, 7, , 
2017/2/23, , 15, 40, 5, , 
2017/2/24, , 11, 37, 10, , 
2017/2/25, , 12, 34, 18, 5, 
2017/2/26, , 39, 33, 15, 1, 
2017/2/27, , 37, 44, 2, , 
2017/2/28, , 11, 41, 13, , 
2017/3/1, , 12, 33, 15, , 
2017/3/2, , 22, 36, 12, 1, 
2017/3/3, , 16, 46, 9, 1, 
2017/3/4, , 23, 38, 6, , 
2017/3/5, , 9, 32, 9, , 
2017/3/6, , 7, , 4, , 
2017/3/7, , 9, , 8, , 
2017/3/8, , 12, , 17, , 
2017/3/9, , 26, , 11, , 
2017/3/10, , 25, , 7, , 
2017/3/11, , 12, , 15, , 
2017/3/12, , 26, , 21, 1, 
2017/3/13, , 35, , 22, , 
2017/3/14, , 48, , 24, , 
2017/3/15, , 51, , 23, , 
2017/3/16, , 44, 43, 20, , 
2017/3/17, , 43, 56, 8, , 
2017/3/18, , 32, 42, 10, , 
2017/3/19, , 16, 42, 16, , 
2017/3/20, , 20, 41, 8, , 
2017/3/21, , 17, 39, 14, 1, 
2017/3/22, , 18, 37, 14, , 
2017/3/23, , 23, 19, 9, , 
2017/3/24, , 15, , 8, , 
2017/3/25, , 21, , 13, , 
2017/3/26, , 28, , 10, , 
2017/3/27, , 13, , 20, 1, 
2017/3/28, , 27, , 24, 1, 
2017/3/29, , 30, , 27, , 
2017/3/30, , 42, 42, 13, 1, 
2017/3/31, , 17, 46, 13, 2, 
2016/10/1, , 16, 32, 12, , 
2016/10/2, , 15, 20, 12, , 
2016/10/3, , 11, 19, 7, , 
2016/10/4, , 8, 29, 10, , 
2016/10/5, , 12, 19, 11, , 
2016/10/6, , 15, 13, 6, , 
2016/10/7, , 12, 23, 10, , 
2016/10/8, , 22, 21, 10, , 
2016/10/9, , 32, 18, 8, , 
2016/10/10, , 14, 24, 8, , 
2016/10/11, , 10, 17, 11, , 
2016/10/12, , 18, 15, 13, , 
2016/10/13, , 35, 18, 14, 7, 
2016/10/14, , 35, 15, 11, 1, 
2016/10/15, , 35, 19, 12, , 
2016/10/16, , 36, 14, 13, , 
2016/10/17, , 38, 11, 6, , 
2016/10/18, , 22, 14, 8, , 
2016/10/19, , 25, 11, 11, , 
2016/10/20, , 20, 17, 15, , 
2016/10/21, , 15, 15, 12, , 
2016/10/22, , 23, 14, 7, , 
2016/10/23, , 36, 9, 14, 1, 
2016/10/26, , 17, 21, 12, , 
2016/10/27, , 28, 23, 16, , 
2016/10/28, , 36, 26, 14, , 
2016/10/29, , 44, 27, 13, , 
2016/10/30, , 40, 21, 18, , 
2016/10/31, , 50, 22, 19, , 
2016/11/1, , 45, 19, 16, , 
2016/11/2, , 34, 22, 11, , 
2016/11/3, , 15, 12, 13, , 
2016/11/4, , 40, 18, 13, 1, 
2016/11/5, , 49, 30, 4, , 
2016/11/6, , 10, 20, 7, , 
2016/11/7, , 10, 21, 7, , 
2016/11/8, , 12, 20, 14, , 
2016/11/9, , 23, 20, 15, , 
2016/11/10, , 32, 19, 13, , 
2016/11/11, , 43, 22, 5, , 
2016/11/12, , 8, 18, 10, , 
2016/11/13, , 29, 15, 19, , 
2016/11/14, , 42, 15, 17, , 
2016/11/15, , 53, 15, 18, , 
2016/11/16, , 47, 26, 12, , 
2016/11/17, , 37, 26, 15, 1, 
2016/11/18, , 20, 27, 11, 1, 
2016/11/19, , 17, 12, 15, , 
2016/11/20, , 25, 13, 19, 1, 
2016/11/21, , 37, 13, 20, 2, 
2016/11/22, , 42, 14, 20, 3, 
2016/11/23, , 43, 9, 22, 3, 
2016/11/24, , 55, 12, 14, 2, 
2016/11/25, , 59, 12, 9, 1, 
2016/11/26, , 50, 8, 9, , 
2016/11/27, , 29, 28, 7, , 
2016/11/28, , 8, 28, 13, , 
2016/11/29, , 16, 19, 23, 2, 
2016/11/30, , 36, 13, 26, 1, 
2016/12/1, , 52, 14, 23, , 
2016/12/2, , 56, 19, 23, , 
2016/12/3, , 36, 21, 16, 3, 
2016/12/4, , 42, 20, 16, 6, 
2016/12/5, , 43, 10, 25, 2, 
2016/12/6, , 77, 11, 16, 1, 
2016/12/7, , 50, 11, 9, , 
2016/12/8, , 33, 9, 14, , 
2016/12/9, , 39, 7, 29, , 
2016/12/10, , 73, 19, 18, , 
2016/12/11, , 62, 16, 24, , 
2016/12/12, , 64, 24, 14, , 
2016/12/13, , 23, 11, 25, 1, 
2016/12/14, , 61, 6, 27, 1, 
2016/12/15, , 70, 15, 13, 1, 
2016/12/16, , 31, 10, 13, , 
2016/12/17, , 51, 10, 13, , 
2016/12/18, , 44, 12, 10, , 
2016/12/19, , 36, 13, 9, 2, 
2016/12/20, , 28, 14, 9, 8, 
2016/12/21, , 28, 14, 8, 12, 
2016/12/22, , 28, 14, 8, 2, 
2016/12/23, , 30, 5, 12, , 
2016/12/24, , 46, , , , 
2016/12/27, , 60, 24, 11, , 
2016/12/28, , 22, 30, 10, , 
2016/12/29, , 15, 16, 25, , 
2016/12/30, , 47, 17, 23, 1, 
2016/12/31, , 63, 23, 21, 1, 
2017/1/1, , 96, 16, 28, 1, 
2016/7/1, , 21, 212, 12, , 
2016/7/2, , 25, 122, 5, , 
2016/7/3, , 12, 38, 8, , 
2016/7/4, , 14, 44, 12, , 
2016/7/5, , 23, 36, 12, , 
2016/7/6, , 17, 44, 6, , 
2016/7/7, , 13, 48, 10, 2, 
2016/7/8, , 21, 57, 10, , 
2016/7/9, , 21, 52, 11, 1, 
2016/7/10, , 21, 47, 11, , 
2016/7/11, , 21, 49, 11, 1, 
2016/7/12, , 28, 199, 7, , 
2016/7/13, , 22, 214, 4, , 
2016/7/14, , 9, 35, 4, , 
2016/7/15, , 11, 28, 4, , 
2016/7/16, , 10, 38, 6, , 
2016/7/17, , 12, 40, 11, , 
2016/7/18, , 12, 53, 11, , 
2016/7/19, , 14, 74, 12, , 
2016/7/20, , 18, 43, 9, , 
2016/7/21, , 20, 48, 8, , 
2016/7/22, , 21, 55, 10, , 
2016/7/23, , 24, 59, 8, , 
2016/7/24, , 24, 79, 8, , 
2016/7/25, , 22, 304, 10, , 
2016/7/26, , 19, 160, 11, , 
2016/7/27, , 20, , 9, , 
2016/7/28, , 17, , 12, , 
2016/7/29, , 15, , 10, , 
2016/7/30, , 17, , 7, , 
2016/7/31, , 18, , 7, , 
2016/8/1, , 14, , 9, , 
2016/8/2, , 14, , 11, , 
2016/8/3, , 17, , 10, 2, 
2016/8/4, , 23, , 7, 2, 
2016/8/5, , 23, , 4, 1, 
2016/8/6, , 9, , 4, , 
2016/8/7, , 11, , 13, , 
2016/8/8, , 16, , 10, , 
2016/8/9, , 17, , 5, 1, 
2016/8/10, , 10, , 8, , 
2016/8/11, , 11, , 10, , 
2016/8/12, , 16, , 7, , 
2016/8/13, , 17, , 10, , 
2016/8/14, , 18, , , , 
2016/8/16, , 35, , 10, , 
2016/8/17, , 28, , 11, , 
2016/8/18, , 25, , 10, 1, 
2016/8/19, , 27, , 7, , 
2016/8/20, , 21, , 7, , 
2016/8/21, , 23, , 8, , 
2016/8/22, , 9, , 7, , 
2016/8/23, , 12, , 10, , 
2016/8/24, , 17, , 10, , 
2016/8/25, , 18, , 12, , 
2016/8/26, , 22, , 13, 3, 
2016/8/27, , 28, , 12, 3, 
2016/8/28, , 30, , 10, , 
2016/8/29, , 30, , 11, , 
2016/8/30, , 15, , 11, , 
2016/9/5, , 8, , 6, , 
2016/9/6, , 9, , 5, , 
2016/9/7, , 20, , 12, 1, 
2016/9/8, , 26, , 14, , 
2016/9/9, , 30, , 10, , 
2016/9/10, , 26, , 13, 2, 
2016/9/11, , 32, , 15, , 
2016/9/12, , 35, , 18, 1, 
2016/9/13, , 34, , 14, 3, 
2016/9/14, , 41, , 13, , 
2016/9/15, , 37, , 9, , 
2016/9/16, , 22, , 9, , 
2016/9/17, , 7, , 9, , 
2016/9/18, , 11, , 8, , 
2016/9/19, , 8, , 5, , 
2016/9/20, , 14, , 3, , 
2016/9/21, , 13, 21, 11, , 
2016/9/22, , 20, 19, 10, , 
2016/9/23, , 17, 32, 8, , 
2016/9/24, , 23, 24, , , 
2016/9/25, , 19, 17, 23, , 
2016/9/26, , 31, 22, 13, , 
2016/9/27, , 25, 27, 23, , 
2016/9/28, , 25, 27, 13, , 
2016/9/29, , 21, 36, 10, , 
2016/9/30, , 21, 43, 6, , 
2016/4/1, , 14, , , , 
2016/4/5, , 26, , 6, 2, 
2016/4/6, , 22, 45, 10, 2, 
2016/4/7, , 16, , 8, , 
2016/4/8, , 17, , 3, , 
2016/4/9, , 11, , 11, , 
2016/4/10, , 12, , 8, , 
2016/4/11, , 14, , 8, , 
2016/4/12, , 14, , , , 
2016/4/14, , 6, , 5, , 
2016/4/15, , 11, , 3, , 
2016/4/16, , 10, , 5, , 
2016/4/17, , 15, , 5, , 
2016/4/18, , 12, , 8, , 
2016/4/19, , 18, , , , 
2016/4/20, , 24, , , , 
2016/4/21, , 26, , , , 
2016/4/22, , 23, , , , 
2016/4/23, , 17, , , , 
2016/4/24, , 13, , , 1, 
2016/4/25, , 12, , , , 
2016/4/26, , 17, , , 2, 
2016/4/27, , 12, , , , 
2016/4/28, , 10, , , , 
2016/4/29, , 20, , , 1, 
2016/4/30, , 22, , , 1, 
2016/5/1, , 32, , , , 
2016/5/2, , 12, , , , 
2016/5/3, , 16, , , , 
2016/5/4, , 11, , , , 
2016/5/5, , 14, , , , 
2016/5/6, , 24, , , 1, 
2016/5/7, , 25, , , , 
2016/5/8, , 22, , , , 
2016/5/9, , 15, , , , 
2016/5/12, , 15, , 5, 3, 
2016/5/13, , 12, , 7, , 
2016/5/14, , 10, , 5, , 
2016/5/15, , 11, , 11, , 
2016/5/16, , 16, , 10, , 
2016/5/17, , 16, , 11, , 
2016/5/18, , 14, , 10, , 
2016/5/19, , 10, , 8, , 
2016/5/20, , 16, , 13, , 
2016/5/21, , 19, , 13, , 
2016/5/22, , 23, , 12, , 
2016/5/23, , 20, , 7, , 
2016/5/24, , 9, , 12, , 
2016/5/25, , 15, , 8, , 
2016/5/26, , 18, , 11, , 
2016/5/27, , 21, , 9, , 
2016/5/28, , 23, , 6, , 
2016/5/29, , 22, , 6, , 
2016/5/30, , 12, , 6, , 
2016/5/31, , 12, , 6, , 
2016/6/1, , 11, , 8, , 
2016/6/2, , 11, , 9, , 
2016/6/3, , 11, , 6, , 
2016/6/4, , 11, , 8, , 
2016/6/5, , 13, , 11, , 
2016/6/6, , 15, , 12, , 
2016/6/7, , 21, , 12, , 
2016/6/8, , 23, , 9, 2, 
2016/6/9, , 27, , 9, , 
2016/6/10, , 16, , 6, , 
2016/6/11, , 13, , 6, , 
2016/6/12, , 9, , 8, , 
2016/6/13, , 13, , 7, , 
2016/6/14, , 12, , 6, , 
2016/6/15, , 11, , 9, , 
2016/6/16, , 20, , 8, , 
2016/6/17, , 19, , 8, , 
2016/6/18, , 13, , 8, , 
2016/6/19, , 12, , 7, , 
2016/6/20, , 6, , , , 
2016/6/23, , 26, , 10, , 
2016/6/24, , 35, , 6, , 
2016/6/25, , 34, , 4, , 
2016/6/26, , 15, , 5, , 
2016/6/27, , 12, , 6, , 
2016/6/28, , 13, , 11, , 
2016/6/29, , 15, 10, 14, , 
2016/6/30, , 22, 58, 13, , 
2016/1/4, , 46, 18, 13, 6, 
2016/1/5, , 63, 16, 10, 4, 
2016/1/6, , 59, 12, 18, 2, 
2016/1/7, , 55, 2, 31, , 
2016/1/8, , 85, 6, 33, , 
2016/1/9, , 122, 12, 25, , 
2016/1/10, , 112, 30, 15, 3, 
2016/1/11, , 50, 21, 16, , 
2016/1/12, , 25, 7, 16, , 
2016/1/13, , 58, 5, 15, 1, 
2016/1/14, , 70, 11, 12, , 
2016/1/15, , 47, 21, 7, , 
2016/1/16, , 33, 22, 4, 1, 
2016/1/17, , 20, 20, 11, 1, 
2016/1/18, , 32, 16, 16, 3, 
2016/1/19, , 74, 12, 19, 2, 
2016/1/20, , 95, 13, 16, 2, 
2016/1/21, , 75, 18, 14, 1, 
2016/1/22, , 48, 10, 17, , 
2016/1/23, , 78, 14, 23, 3, 
2016/1/24, , 102, 8, 23, 2, 
2016/1/25, , 98, 10, 30, 2, 
2016/1/26, , 99, 17, 18, 1, 
2016/1/27, , 62, 22, 10, , 
2016/1/28, , 27, 14, 17, , 
2016/1/29, , 53, 25, 12, , 
2016/1/30, , 46, 27, 6, , 
2016/1/31, , 17, 22, 9, , 
2016/2/1, , 29, 25, 6, , 
2016/2/2, , 19, 28, 14, , 
2016/2/3, , 18, 20, 12, , 
2016/2/4, , 20, 16, 11, , 
2016/2/5, , 33, 28, 9, , 
2016/2/6, , 33, 29, 8, , 
2016/2/7, , 18, 28, 4, , 
2016/2/8, , 16, 33, 2, , 
2016/2/9, , 11, 30, 10, , 
2016/2/10, , 13, 20, 14, , 
2016/2/11, , 31, 14, 16, 2, 
2016/2/12, , 38, 24, 9, , 
2016/2/13, , 21, 9, 13, , 
2016/2/14, , 44, 14, 10, , 
2016/2/15, , 33, 15, 6, , 
2016/2/16, , 17, , 7, , 
2016/2/17, , 26, , 7, , 
2016/2/18, , 28, , 6, , 
2016/2/19, , 14, , 7, , 
2016/2/20, , 21, , 8, , 
2016/2/21, , 23, , 3, , 
2016/2/22, , 16, , 5, , 
2016/2/23, , 18, , 15, , 
2016/2/24, , 19, , 11, , 
2016/2/25, , 35, , 13, , 
2016/2/26, , 25, , 12, 4, 
2016/2/27, , 56, , 14, 1, 
2016/2/28, , 60, 18, 7, , 
2016/2/29, , 31, 18, 8, , 
2016/3/1, , 24, 30, 7, , 
2016/3/2, , 24, 35, 4, 2, 
2016/3/3, , 18, 32, 10, , 
2016/3/4, , 12, 43, 10, , 
2016/3/5, , 26, 39, 9, , 
2016/3/6, , 16, 30, 5, , 
2016/3/7, , 16, 34, 5, , 
2016/3/8, , 18, 31, 9, , 
2016/3/9, , 24, 43, 6, , 
2016/3/10, , 24, 31, 3, , 
2016/3/11, , 19, 23, 1, , 
2016/3/12, , 20, 25, 1, , 
2016/3/13, , 18, 40, 10, , 
2016/3/14, , 24, 30, 10, , 
2016/3/15, , 33, 29, 5, , 
2016/3/16, , 24, 40, 14, , 
2016/3/17, , 34, 42, 18, , 
2016/3/18, , 49, 43, 14, , 
2016/3/19, , 48, 49, 5, , 
2016/3/20, , 25, 42, 7, , 
2016/3/21, , 34, 36, 9, , 
2016/3/22, , 32, 30, 7, , 
2016/3/23, , 22, 38, 10, , 
2016/3/24, , 21, 38, 11, , 
2016/3/25, , 25, 37, 7, , 
2016/3/26, , 25, 42, 6, , 
2016/3/27, , 24, 43, 4, , 
2016/3/28, , 17, 41, 3, , 
2016/3/29, , 13, 30, 9, , 
2016/3/30, , 11, , 6, , 
2016/3/31, , 12, , 6, , 
2015/10/12, , 31, 20, 9, , 
2015/10/13, , 39, 15, 8, 1, 
2015/10/14, , 21, 8, 5, 1, 
2015/10/15, , 13, 4, 9, , 
2015/10/16, , 15, 14, 10, , 
2015/10/17, , 21, 21, 11, , 
2015/10/18, , 31, 10, 8, , 
2015/10/19, , 16, 9, 14, , 
2015/10/20, , 15, 16, 10, , 
2015/10/21, , 32, 14, 13, , 
2015/10/22, , 20, 22, 7, 1, 
2015/10/23, , 33, 13, 14, , 
2015/10/24, , 35, 20, 11, , 
2015/10/25, , 51, 9, 14, , 
2015/10/26, , 55, 15, 14, 1, 
2015/10/27, , 51, 16, 11, 8, 
2015/10/28, , 48, 20, 9, 1, 
2015/10/29, , 52, 12, 7, 2, 
2015/10/30, , 39, 27, 10, 4, 
2015/11/2, , 77, 4, 37, 3, 
2015/11/3, , 70, 15, 19, 1, 
2015/11/4, , 74, 19, 19, 2, 
2015/11/5, , 88, 22, 26, 2, 
2015/11/6, , 93, 10, 31, 2, 
2015/11/7, , 84, 3, 17, 1, 
2015/11/9, , 59, 13, 30, 2, 
2015/11/10, , 58, 10, 23, 1, 
2015/11/11, , 70, 15, 29, 2, 
2015/11/12, , 58, 13, 22, 3, 
2015/11/13, , 56, 14, 19, 2, 
2015/11/14, , 53, 12, 15, 1, 
2015/11/15, , 46, 17, 11, 2, 
2015/11/16, , 46, 16, 22, 3, 
2015/11/17, , 50, 15, 18, 1, 
2015/11/18, , 24, 16, 10, , 
2015/11/19, , 24, 16, 11, , 
2015/11/20, , 22, 31, 7, , 
2015/11/21, , 10, 27, 12, , 
2015/11/22, , 25, 8, 12, , 
2015/11/23, , 44, 5, 16, 3, 
2015/11/24, , 25, 15, 10, , 
2015/11/25, , 24, 19, 9, 5, 
2015/11/26, , 21, 20, 4, 3, 
2015/11/30, , 41, 17, 22, 1, 
2015/12/1, , 34, 19, 16, , 
2015/12/2, , 43, 13, 19, , 
2015/12/3, , 51, 6, 15, , 
2015/12/4, , 25, 13, 9, , 
2015/12/5, , 20, 12, 8, , 
2015/12/6, , 15, 12, 7, , 
2015/12/7, , 29, 5, 12, , 
2015/12/8, , 18, 7, 8, , 
2015/12/9, , 21, 12, 7, , 
2015/12/10, , 42, 9, 14, , 
2015/12/11, , 43, 8, 14, , 
2015/12/12, , 31, 6, 11, , 
2015/12/13, , 26, 9, 7, , 
2015/12/14, , 45, 8, 13, , 
2015/12/15, , 51, 5, 8, , 
2015/12/16, , 43, 7, 11, , 
2015/12/17, , 18, 12, 5, , 
2015/12/18, , 15, 14, 1, , 
2015/12/20, , 32, 7, 8, , 
2015/12/21, , 26, 9, 14, , 
2015/12/22, , 41, 12, 18, , 
2015/12/23, , 49, 10, 20, , 
2015/12/24, , 47, 8, 18, , 
2015/12/27, , 109, 14, 19, , 
2015/12/28, , 99, 6, 19, 1, 
2015/12/29, , 85, 7, 12, , 
2015/12/30, , 31, 15, 8, 1, 
2015/7/1, , 20, 47, 13, , 
2015/7/2, , 25, 50, 12, , 
2015/7/3, , 32, 54, 9, , 
2015/7/4, , 27, 46, 14, , 
2015/7/5, , 24, 66, 12, , 
2015/7/6, , 30, 66, 13, , 
2015/7/7, , 34, , 6, , 
2015/7/8, , 31, 18, 12, , 
2015/7/9, , 10, , , , 
2015/7/13, , 20, 48, 7, 1, 
2015/7/14, , 17, 50, 10, 1, 
2015/7/15, , 19, 61, 8, 1, 
2015/7/16, , 26, 72, 11, , 
2015/7/17, , 29, 76, 11, , 
2015/7/18, , 25, 62, 10, , 
2015/7/19, , 25, 55, 9, , 
2015/7/20, , 25, 49, 9, , 
2015/7/21, , 24, 62, 10, 6, 
2015/7/22, , 28, 67, 11, 2, 
2015/7/23, , 34, 68, 12, 1, 
2015/7/24, , 27, 52, 6, , 
2015/7/25, , 19, 30, 5, , 
2015/7/26, , 13, 24, 10, , 
2015/7/27, , 15, 39, 9, , 
2015/7/28, , 14, 41, 7, , 
2015/7/29, , 14, 34, 6, , 
2015/7/30, , 9, 38, 11, , 
2015/7/31, , 14, 45, 12, , 
2015/8/1, , 20, 57, 8, , 
2015/8/2, , 22, 53, 9, , 
2015/8/3, , 24, 60, 11, , 
2015/8/4, , 28, 65, 10, , 
2015/8/5, , 30, 65, 12, , 
2015/8/6, , 35, 62, 12, , 
2015/8/7, , 33, 66, 11, 2, 
2015/8/8, , 34, 61, 9, 3, 
2015/8/9, , 30, 62, 12, 2, 
2015/8/10, , 30, 62, 17, 2, 
2015/8/11, , 34, 71, 17, , 
2015/8/12, , 36, 79, 14, , 
2015/8/13, , 31, 78, 15, 1, 
2015/8/14, , 37, 71, 10, , 
2015/8/15, , 31, 46, 5, , 
2015/8/16, , 15, 31, 6, , 
2015/8/17, , 9, 39, 5, , 
2015/8/18, , 8, 35, 7, , 
2015/8/19, , 12, 26, 6, , 
2015/8/20, , 13, 31, 8, , 
2015/8/21, , 16, 38, 8, , 
2015/8/22, , 17, 32, 8, 2, 
2015/8/23, , 23, 28, 11, 1, 
2015/8/24, , 26, 33, 10, , 
2015/8/25, , 17, 32, 7, , 
2015/8/26, , 11, 26, 9, , 
2015/8/27, , 20, 40, 12, , 
2015/8/28, , 19, 42, 16, , 
2015/8/29, , 23, 57, 15, 6, 
2015/8/30, , 31, 42, 14, 1, 
2015/8/31, , 25, 42, 11, , 
2015/9/1, , 21, 38, 9, 1, 
2015/9/2, , 21, 40, 13, , 
2015/9/3, , 19, 34, 9, , 
2015/9/4, , 16, 29, 6, , 
2015/9/5, , 9, 30, 5, , 
2015/9/6, , 6, 25, 11, , 
2015/9/7, , 11, 27, 11, , 
2015/9/8, , 14, 29, 11, , 
2015/9/9, , 16, 26, 9, , 
2015/9/10, , 19, 26, 9, , 
2015/9/11, , 13, 34, 9, , 
2015/9/12, , 16, 37, 10, 1, 
2015/9/13, , 21, 30, 11, 2, 
2015/9/14, , 30, 29, 12, , 
2015/9/15, , 30, 31, 11, , 
2015/9/16, , 28, 31, 15, , 
2015/9/17, , 36, 39, 18, 1, 
2015/9/18, , 35, 36, 9, 1, 
2015/9/19, , 17, 22, 7, , 
2015/9/20, , 13, 38, 11, , 
2015/9/21, , 10, 38, 18, 4, 
2015/9/22, , 23, 36, 12, 1, 
2015/9/23, , 24, 31, 11, , 
2015/9/24, , 13, 14, 14, , 
2015/9/25, , 15, 30, 5, , 
2015/4/1, , 5, 33, , , 
2015/4/2, , 11, 39, , 2, 
2015/4/3, , 7, 35, , 1, 
2015/4/4, , 22, 36, , 1, 
2015/4/5, , 9, 41, , 3, 
2015/4/6, , 5, 36, , 5, 
2015/4/7, , 10, 27, , 1, 
2015/4/8, , 19, 34, , 2, 
2015/4/9, , 16, 41, , 2, 
2015/4/10, , 33, 54, , 1, 
2015/4/11, , 17, 44, , , 
2015/4/12, , 15, 20, , , 
2015/4/13, , 21, , 22, , 
2015/4/15, , 23, 49, 7, 2, 
2015/4/16, , 17, 47, 6, , 
2015/4/17, , 17, 29, 6, , 
2015/4/18, , 13, 37, 10, , 
2015/4/19, , 12, 42, 17, 3, 
2015/4/20, , 20, 39, 16, 1, 
2015/4/21, , 27, 45, 15, 1, 
2015/4/22, , 20, 45, 11, 3, 
2015/4/23, , 20, 41, 13, 1, 
2015/4/24, , 14, 46, 6, , 
2015/4/25, , 13, 46, 3, , 
2015/4/26, , 14, 44, 10, , 
2015/4/27, , 17, 36, 8, , 
2015/4/28, , 10, 35, 12, , 
2015/4/29, , 11, 36, 14, 2, 
2015/4/30, , 20, 42, 6, , 
2015/5/1, , 11, 39, 5, , 
2015/5/2, , 5, 35, 5, , 
2015/5/3, , 10, 35, 7, , 
2015/5/4, , 13, 35, 8, , 
2015/5/5, , 14, 40, 9, 1, 
2015/5/6, , 21, 47, 7, 1, 
2015/5/7, , 9, 51, 11, 2, 
2015/5/8, , 16, 61, 9, 2, 
2015/5/9, , 17, 41, 5, , 
2015/5/10, , 8, 47, 8, , 
2015/5/11, , 12, 42, 15, , 
2015/5/12, , 16, 61, 12, , 
2015/5/13, , 22, 60, 8, 2, 
2015/5/14, , 21, 30, 6, 1, 
2015/5/15, , 9, 40, 7, , 
2015/5/16, , 12, 45, 8, 3, 
2015/5/17, , 16, 48, 9, 1, 
2015/5/18, , 15, 40, 11, 2, 
2015/5/19, , 25, 39, 11, , 
2015/5/20, , 23, 30, 10, , 
2015/5/21, , 5, 33, 4, , 
2015/5/22, , 7, 32, 6, , 
2015/5/23, , 4, 32, 8, , 
2015/5/24, , 13, 30, 8, 1, 
2015/5/25, , 11, 36, 9, , 
2015/5/26, , 10, 33, 5, , 
2015/5/27, , 8, 34, 7, , 
2015/5/28, , 11, 38, 12, , 
2015/5/29, , 15, 49, 9, , 
2015/5/30, , 16, 39, 6, , 
2015/5/31, , 10, 38, 11, , 
2015/6/1, , 16, 47, 11, , 
2015/6/2, , 19, 47, 15, , 
2015/6/3, , 28, 55, 11, , 
2015/6/4, , 24, 49, 7, , 
2015/6/5, , 22, 57, 8, 3, 
2015/6/6, , 24, 51, 7, 2, 
2015/6/7, , 25, 48, 11, 3, 
2015/6/8, , 28, 49, 11, , 
2015/6/9, , 32, 53, 10, , 
2015/6/10, , 23, 54, 12, , 
2015/6/11, , 27, 41, 10, , 
2015/6/12, , 27, 46, 6, , 
2015/6/13, , 21, 44, 6, , 
2015/6/14, , 22, 38, 7, , 
2015/6/15, , 15, 42, 5, , 
2015/6/16, , 10, 40, 4, , 
2015/6/17, , 9, 47, 9, , 
2015/6/26, , 14, 50, 10, 1, 
2015/6/27, , 19, 39, 6, , 
2015/6/28, , 11, 22, 7, , 
2015/6/29, , 12, 53, 13, 2, 
2015/6/30, , 21, 47, 12, , 
2015/1/16, , 25, 22, 14, , 
2015/1/17, , 29, 24, 12, 2, 
2015/1/18, , 24, 9, 11, , 
2015/1/19, , 20, 8, 14, , 
2015/1/20, , 24, 9, 12, 1, 
2015/1/21, , 27, 4, 11, , 
2015/1/22, , 21, 13, 7, 2, 
2015/1/23, , 9, 15, 5, 2, 
2015/1/24, , 10, 11, 7, 1, 
2015/1/25, , 15, 13, 8, 1, 
2015/1/26, , 16, 21, 12, 1, 
2015/1/27, , 30, 8, 17, 1, 
2015/1/28, , 34, 18, 19, 1, 
2015/1/29, , 35, 8, 18, 2, 
2015/1/30, , 23, 11, 12, 2, 
2015/1/31, , 15, 25, 13, 1, 
2015/2/1, , 28, 21, 13, 2, 
