date, pm25, pm10, no2, so2, co
2022/12/1, , 23, 15, 8, 
2022/12/2, , 30, 13, 1, 
2022/12/3, , 35, 13, 3, 
2022/12/4, , 34, 10, 1, 
2022/12/5, , 36, 9, , 
2022/12/6, , 34, 13, , 
2022/12/7, , 33, 15, , 
2022/12/8, , 31, 13, 1, 
2022/12/9, , 33, 15, , 
2022/12/10, , 21, 14, , 
2022/12/11, , 14, 9, , 
2022/12/12, , 23, 18, , 
2022/12/13, , 59, 26, , 
2022/12/14, , 54, 16, 2, 
2022/12/15, , 61, 20, , 
2022/12/16, , 39, 20, , 
2022/12/17, , 36, 14, , 
2022/12/18, , 64, 16, , 
2022/12/19, , 39, 21, , 
2022/12/20, , 42, 11, 6, 
2022/12/21, , 52, 16, , 
2022/12/22, , 61, 20, 4, 
2022/12/23, , 40, 16, , 
2022/12/24, , 29, 14, 6, 
2022/12/25, , 51, 14, , 
2022/12/26, , 26, 10, 4, 
2022/12/27, , 22, 17, , 
2022/12/28, , 26, 15, 1, 
2022/12/29, , 30, 17, , 
2022/12/30, , 33, 25, 4, 
2022/12/31, , 25, 16, , 
2023/1/1, , 23, 11, 2, 
2020/4/1, , 10, 7, , 
2020/4/2, , 16, 12, , 
2020/4/3, , 26, 5, , 
2020/4/4, , 11, 6, , 
2020/4/5, , 18, 9, 1, 
2020/4/6, , 22, 10, 2, 
2020/4/7, , 18, 11, 1, 
2020/4/8, , 16, 11, 3, 
2020/4/9, , 23, 11, , 
2020/4/10, , 21, 5, , 
2020/4/11, , 11, 4, , 
2020/4/12, , 15, 6, , 
2020/4/13, , 23, 4, , 
2020/4/14, , 9, 7, , 
2020/4/15, , 7, 5, , 
2020/4/16, , 10, 9, , 
2020/4/17, , 13, 8, , 
2020/4/18, , 17, 3, , 
2020/4/19, , 15, 9, , 
2020/4/20, , 9, 8, , 
2020/4/21, , 12, 7, 1, 
2020/4/22, , 16, 11, , 
2020/4/23, , 17, 9, , 
2020/4/24, , 19, 4, , 
2020/4/25, , 19, 4, , 
2020/4/26, , 13, 5, , 
2020/4/27, , 14, 3, , 
2020/4/28, , 13, 7, , 
2020/4/29, , 8, 6, , 
2020/4/30, , 5, 5, , 
2020/5/1, , 7, 7, , 
2020/5/2, , 7, 6, , 
2020/5/3, , 6, 7, , 
2020/5/4, , 13, 10, , 
2020/5/5, , 9, 13, , 
2020/5/6, , 8, 9, , 
2020/5/7, , 10, 6, , 
2020/5/8, , 12, 2, , 
2020/5/9, , 14, 4, , 
2020/5/10, , 18, 5, , 
2020/5/11, , 17, 9, , 
2020/5/12, , 7, 6, , 
2020/5/13, , 13, 9, , 
2020/5/14, , 16, 10, , 
2020/5/15, , 14, 7, , 
2020/5/16, , 13, 9, , 
2020/5/17, , 11, 20, , 
2020/5/18, , 12, 24, , 
2020/5/19, , 18, 15, , 
2020/5/20, , 11, 18, , 
2020/5/21, , 12, 10, , 
2020/5/22, , 12, 11, , 
2020/5/23, , 16, 8, , 
2020/5/24, , 8, 9, , 
2020/5/25, , 9, 9, , 
2020/5/26, , 5, 14, , 
2020/5/27, , 9, 18, , 
2020/5/28, , 10, 17, , 
2020/5/29, , 9, 9, , 
2020/5/30, , 8, 8, , 
2020/5/31, , 8, 14, , 
2020/6/1, , 10, 13, , 
2020/6/2, , 11, 6, , 
2020/6/3, , 10, 2, , 
2020/6/4, , 8, 10, , 
2020/6/5, , 10, 5, , 
2020/6/6, , 10, 4, , 
2020/6/7, , 8, 12, , 
2020/6/8, , 10, 10, , 
2020/1/1, , 42, 23, , 
2020/1/2, , 34, 26, , 
2020/1/3, , 38, , , 
2020/1/5, , 18, 17, , 
2020/1/6, , 21, 24, 1, 
2020/1/7, , 32, 27, 1, 
2020/1/8, , 37, 27, 1, 
2020/1/9, , 42, 22, , 
2020/1/10, , 27, 24, , 
2020/1/11, , 38, 18, , 
2020/1/12, , 25, 23, , 
2020/1/13, , 40, 21, , 
2020/1/14, , 34, 24, 1, 
2020/1/15, , 44, 21, , 
2020/1/16, , 36, 10, , 
2020/1/17, , 22, 10, , 
2020/1/18, , 19, 15, , 
2020/1/19, , 22, 17, , 
2020/1/20, , 18, 17, , 
2020/1/21, , 28, 23, 1, 
2020/1/22, , 43, 24, , 
2020/1/23, , 42, 15, , 
2020/1/24, , 28, 21, , 
2020/1/25, , 42, 11, , 
2020/1/26, , 40, 12, , 
2020/1/27, , 30, 17, , 
2020/1/28, , 15, 22, , 
2020/1/29, , 18, 20, , 
2020/1/30, , 22, 11, , 
2020/1/31, , 11, 7, , 
2020/2/1, , 7, 4, , 
2020/2/2, , 5, 15, , 
2020/2/3, , 15, 17, , 
2020/2/4, , 14, 8, , 
2020/2/5, , 11, 21, , 
2020/2/6, , 14, 19, , 
2020/2/7, , 19, 20, , 
2020/2/8, , 32, 11, , 
2020/2/9, , 18, 5, , 
2020/2/10, , 8, 19, , 
2020/2/11, , 16, 15, , 
2020/2/12, , 9, 19, , 
2020/2/13, , 22, 20, , 
2020/2/14, , 12, 12, , 
2020/2/15, , 10, 13, , 
2020/2/16, , 17, 6, , 
2020/2/17, , 7, 23, , 
2020/2/18, , 14, 16, , 
2020/2/19, , 15, 16, , 
2020/2/20, , 12, 22, , 
2020/2/21, , 15, 17, , 
2020/2/22, , 18, 8, , 
2020/2/23, , 13, 12, , 
2020/2/24, , 16, 20, , 
2020/2/25, , 20, 14, , 
2020/2/26, , 9, 12, , 
2020/2/27, , 7, 14, , 
2020/2/28, , 8, 9, , 
2020/2/29, , 12, 13, , 
2020/3/1, , 15, 15, , 
2020/3/2, , 11, 16, , 
2020/3/3, , 8, 13, , 
2020/3/4, , 7, 13, , 
2020/3/5, , 12, 17, , 
2020/3/6, , 12, 16, , 
2020/3/7, , 18, 15, , 
2020/3/8, , 11, 20, , 
2020/3/9, , 20, 13, , 
2020/3/10, , 14, 17, , 
2020/3/11, , 16, 11, , 
2020/3/12, , 16, 15, , 
2020/3/13, , 13, 10, , 
2020/3/14, , 9, 8, , 
2020/3/15, , 10, 12, 3, 
2020/3/16, , 19, 21, , 
2020/3/17, , 21, 18, , 
2020/3/18, , 19, 13, 1, 
2020/3/19, , 20, 13, , 
2020/3/20, , 20, 7, , 
2020/3/21, , 16, 3, , 
2020/3/22, , 9, 4, , 
2020/3/23, , 13, 3, , 
2020/3/24, , 17, 6, , 
2020/3/25, , 13, 6, , 
2020/3/26, , 22, 7, 1, 
2020/3/27, , 114, 6, , 
2020/3/28, , 67, 3, , 
2020/3/29, , 49, , , 
2019/10/1, , 15, 11, , 
2019/10/2, , 12, 14, , 
2019/10/3, , 8, 11, , 
2019/10/4, , 10, 8, , 
2019/10/5, , 11, , , 
2019/10/7, , 15, 6, , 
2019/10/8, , 10, 12, , 
2019/10/9, , 17, 23, , 
2019/10/10, , 8, 10, , 
2019/10/11, , 10, 6, , 
2019/10/12, , 11, 10, , 
2019/10/13, , 15, 19, , 
2019/10/14, , 24, 16, , 
2019/10/15, , 21, 20, , 
2019/10/16, , 21, 13, , 
2019/10/17, , 16, 14, , 
2019/10/18, , 16, 13, , 
2019/10/19, , 14, 12, , 
2019/10/20, , 15, 13, , 
2019/10/21, , 20, 17, , 
2019/10/22, , 24, 17, 2, 
2019/10/23, , 33, 18, , 
2019/10/24, , 25, 20, 1, 
2019/10/25, , 30, , , 
2019/10/27, , 30, 19, 1, 
2019/10/28, , 21, 18, , 
2019/10/29, , 8, 19, , 
2019/10/30, , 12, 20, 1, 
2019/10/31, , 11, 10, 1, 
2019/11/1, , 14, 11, 1, 
2019/11/2, , 21, 12, , 
2019/11/3, , 19, 19, , 
2019/11/4, , 10, 21, , 
2019/11/5, , 13, 17, , 
2019/11/6, , 10, 17, , 
2019/11/7, , 14, 16, , 
2019/11/8, , 17, 16, , 
2019/11/9, , 13, 8, , 
2019/11/10, , 9, 13, , 
2019/11/11, , 16, 16, 1, 
2019/11/12, , 17, 16, 1, 
2019/11/13, , 13, 14, , 
2019/11/14, , 10, 17, 2, 
2019/11/15, , 25, 19, 1, 
2019/11/16, , 14, 16, 1, 
2019/11/17, , 19, 13, , 
2019/11/18, , 14, 26, 3, 
2019/11/19, , 22, 17, 1, 
2019/11/20, , 18, 16, 1, 
2019/11/21, , 20, 21, 1, 
2019/11/22, , 22, 15, 1, 
2019/11/23, , 22, 11, 1, 
2019/11/24, , 26, 13, 3, 
2019/11/25, , 24, 12, 1, 
2019/11/26, , 20, 2, , 
2019/11/27, , 10, 23, 1, 
2019/11/28, , 27, 21, 1, 
2019/11/29, , 22, 16, , 
2019/11/30, , 13, 18, 1, 
2019/12/1, , 19, 19, 2, 
2019/12/2, , 23, 18, , 
2019/12/3, , 19, 15, , 
2019/12/4, , 16, 6, 3, 
2019/12/5, , 20, 12, , 
2019/12/6, , 28, 17, 1, 
2019/12/7, , 29, 16, , 
2019/12/8, , 22, 28, 1, 
2019/12/9, , 33, 22, 1, 
2019/12/10, , 12, 22, 1, 
2019/12/11, , 21, 17, , 
2019/12/12, , 34, 15, 1, 
2019/12/13, , 22, 17, 1, 
2019/12/14, , 14, 22, 1, 
2019/12/15, , 36, 23, 1, 
2019/12/16, , 20, 15, , 
2019/12/17, , 17, 22, 1, 
2019/12/18, , 22, 30, 4, 
2019/12/19, , 38, 23, 1, 
2019/12/20, , 29, 24, 1, 
2019/12/21, , 22, 14, , 
2019/12/22, , 8, 14, , 
2019/12/23, , 11, 23, 1, 
2019/12/24, , 26, 16, , 
2019/12/25, , 20, 15, , 
2019/12/26, , 15, 21, 1, 
2019/12/27, , 20, 14, 1, 
2019/12/28, , 7, , , 
2019/7/1, , 14, 15, , 
2019/7/2, , 18, 10, , 
2019/7/3, , 16, 13, , 
2019/7/4, , 12, 7, , 
2019/7/5, , 16, 7, 1, 
2019/7/6, , 26, 5, , 
2019/7/7, , 14, 12, , 
2019/7/8, , 10, 13, , 
2019/7/9, , 8, 13, , 
2019/7/10, , 10, 7, , 
2019/7/11, , 15, 9, , 
2019/7/12, , 12, 6, , 
2019/7/13, , 7, 7, , 
2019/7/14, , 7, 14, , 
2019/7/15, , 9, 14, , 
2019/7/16, , 11, 8, , 
2019/7/17, , 12, 10, , 
2019/7/18, , 15, 8, , 
2019/7/19, , 12, 7, , 
2019/7/20, , 13, 6, , 
2019/7/21, , 13, 9, , 
2019/7/22, , 13, 16, , 
2019/7/23, , 16, 11, , 
2019/7/24, , 21, 8, , 
2019/7/25, , 18, 10, 1, 
2019/7/26, , 21, 6, , 
2019/7/27, , 15, 7, , 
2019/7/28, , 11, 11, , 
2019/7/29, , 17, 8, , 
2019/7/30, , 22, 10, , 
2019/7/31, , 22, 7, , 
2019/8/1, , 17, 9, , 
2019/8/2, , 15, 7, , 
2019/8/3, , 10, 3, , 
2019/8/4, , 10, 5, , 
2019/8/5, , 8, 5, , 
2019/8/6, , 15, 9, , 
2019/8/7, , 16, 13, , 
2019/8/8, , 13, 5, 1, 
2019/8/9, , 15, 7, , 
2019/8/10, , 21, 6, , 
2019/8/11, , 12, 6, , 
2019/8/12, , 17, 15, 1, 
2019/8/13, , 7, 10, , 
2019/8/14, , 7, 3, , 
2019/8/15, , 7, 8, , 
2019/8/16, , 9, 6, , 
2019/8/17, , 8, 6, , 
2019/8/18, , 11, 7, , 
2019/8/19, , 14, 9, 1, 
2019/8/20, , 17, 14, 1, 
2019/8/21, , 10, 13, , 
2019/8/22, , 12, 16, , 
2019/8/23, , 17, 10, , 
2019/8/24, , 20, 8, , 
2019/8/25, , 15, 18, , 
2019/8/26, , 23, 10, , 
2019/8/27, , 21, 15, 1, 
2019/8/28, , 28, 16, , 
2019/8/29, , 32, 19, , 
2019/8/30, , 21, 10, , 
2019/8/31, , 23, 8, 1, 
2019/9/1, , 24, 7, , 
2019/9/2, , 28, 14, , 
2019/9/3, , 10, 12, , 
2019/9/4, , 10, 10, 1, 
2019/9/5, , 16, 18, , 
2019/9/6, , 11, 9, , 
2019/9/7, , 13, 8, , 
2019/9/8, , 10, 10, , 
2019/9/9, , 12, 13, , 
2019/9/10, , 7, 18, , 
2019/9/11, , 13, 18, , 
2019/9/12, , 14, 11, , 
2019/9/13, , 11, 13, , 
2019/9/14, , 14, 7, , 
2019/9/15, , 15, 9, , 
2019/9/16, , 15, 12, , 
2019/9/17, , 16, 18, , 
2019/9/18, , 9, 15, , 
2019/9/19, , 11, 15, , 
2019/9/20, , 9, 9, , 
2019/9/21, , 10, 8, , 
2019/9/22, , 12, 16, , 
2019/9/23, , 17, 15, , 
2019/9/24, , 13, 13, , 
2019/9/25, , 23, 9, , 
2019/9/26, , 24, 8, , 
2019/9/27, , 14, 15, , 
2019/9/28, , 12, 6, , 
2019/9/29, , 9, 7, , 
2019/9/30, , 11, 9, , 
2019/4/1, , 22, 19, 1, 
2019/4/2, , 25, 16, , 
2019/4/3, , 26, 9, , 
2019/4/4, , 17, 19, 1, 
2019/4/5, , 13, 14, , 
2019/4/6, , 10, 11, , 
2019/4/7, , 12, 18, , 
2019/4/8, , 18, 18, , 
2019/4/9, , 18, 24, , 
2019/4/10, , 28, 25, , 
2019/4/11, , 14, 22, , 
2019/4/12, , 17, 18, , 
2019/4/13, , 16, 14, , 
2019/4/14, , 13, 20, 1, 
2019/4/15, , 19, 15, , 
2019/4/16, , 20, 20, , 
2019/4/17, , 19, 20, , 
2019/4/18, , 21, , , 
2019/4/23, , 21, 8, , 
2019/4/24, , 27, 10, , 
2019/4/25, , 37, 9, , 
2019/4/26, , 39, 8, , 
2019/4/27, , 11, 8, , 
2019/4/28, , 7, 14, , 
2019/4/29, , 10, 10, , 
2019/4/30, , 7, 7, , 
2019/5/1, , 13, 11, , 
2019/5/2, , 15, , , 
2019/5/3, , 11, , , 
2019/5/4, , 8, , , 
2019/5/5, , 7, , , 
2019/5/6, , 9, , , 
2019/5/7, , 11, , , 
2019/5/8, , 12, 23, , 
2019/5/9, , 10, 12, , 
2019/5/10, , 8, 8, , 
2019/5/11, , 13, 5, , 
2019/5/12, , 9, 6, , 
2019/5/13, , 6, 15, , 
2019/5/14, , 11, 15, , 
2019/5/15, , 10, 14, , 
2019/5/16, , 9, 9, , 
2019/5/17, , 13, 13, 4, 
2019/5/18, , 24, 8, , 
2019/5/19, , 18, 4, , 
2019/5/20, , 11, 9, , 
2019/5/21, , 7, 9, , 
2019/5/22, , 11, 10, , 
2019/5/23, , 8, 12, , 
2019/5/24, , 13, 9, , 
2019/5/25, , 13, 6, , 
2019/5/26, , 12, 18, , 
2019/5/28, , 13, 17, , 
2019/5/29, , 5, 17, , 
2019/5/30, , 10, 16, , 
2019/5/31, , 11, 15, 1, 
2019/6/1, , 14, 9, 1, 
2019/6/2, , 17, 16, , 
2019/6/3, , 14, 15, , 
2019/6/4, , 15, 13, , 
2019/6/5, , 18, 4, , 
2019/6/6, , 11, 3, , 
2019/6/7, , 11, 13, , 
2019/6/8, , 18, 7, , 
2019/6/9, , 15, 9, 3, 
2019/6/10, , 24, 11, 2, 
2019/6/11, , 25, 12, 1, 
2019/6/12, , 21, 5, 1, 
2019/6/13, , 21, 10, , 
2019/6/14, , 18, 12, , 
2019/6/15, , 26, 9, 1, 
2019/6/16, , 24, 14, , 
2019/6/17, , 15, 14, , 
2019/6/18, , 14, 7, , 
2019/6/19, , 15, 6, , 
2019/6/20, , 16, 11, , 
2019/6/21, , 15, 6, , 
2019/6/22, , 12, 6, , 
2019/6/23, , 9, 12, , 
2019/6/24, , 12, 7, , 
2019/6/25, , 17, 6, 1, 
2019/6/26, , 17, 8, , 
2019/6/27, , 28, 19, 1, 
2019/6/28, , 17, 10, , 
2019/6/29, , 12, 6, 1, 
2019/6/30, , 14, 9, , 
2019/1/1, , 33, 16, , 
2019/1/2, , 30, 16, , 
2019/1/3, , 5, 25, 1, 
2019/1/4, , 22, 5, , 
2019/1/5, , 8, 21, 1, 
2019/1/6, , 25, 19, 1, 
2019/1/7, , 8, 20, , 
2019/1/8, , 21, 29, 1, 
2019/1/9, , 30, 16, 1, 
2019/1/10, , 13, 17, 1, 
2019/1/11, , 20, , , 
2019/1/14, , 35, 23, 1, 
2019/1/15, , 16, 21, , 
2019/1/16, , 18, 8, , 
2019/1/17, , 9, 26, , 
2019/1/18, , 7, 19, , 
2019/1/19, , 18, 11, , 
2019/1/20, , 22, 21, 1, 
2019/1/21, , 26, 22, 1, 
2019/1/22, , 23, 20, 1, 
2019/1/23, , 33, 24, 1, 
2019/1/24, , 27, 22, 1, 
2019/1/25, , 31, 22, , 
2019/1/26, , 30, 29, 1, 
2019/1/27, , 56, 26, 1, 
2019/1/28, , 20, 29, 1, 
2019/1/29, , 21, 13, , 
2019/1/30, , 21, 21, 7, 
2019/1/31, , 28, 25, 4, 
2019/2/1, , 42, 20, 1, 
2019/2/2, , 19, 23, 1, 
2019/2/3, , 20, 17, , 
2019/2/4, , 13, 19, , 
2019/2/5, , 16, 28, 1, 
2019/2/6, , 24, 23, 1, 
2019/2/7, , 28, 28, 2, 
2019/2/8, , 42, 22, 1, 
2019/2/9, , 43, 15, , 
2019/2/10, , 32, 21, , 
2019/2/11, , 14, 22, 1, 
2019/2/12, , 12, 19, , 
2019/2/13, , 18, 25, 1, 
2019/2/14, , 30, 21, 1, 
2019/2/15, , 20, 20, , 
2019/2/16, , 26, 21, 1, 
2019/2/17, , 33, 26, 1, 
2019/2/18, , 38, 30, 1, 
2019/2/19, , 38, 30, 1, 
2019/2/20, , 35, 26, 1, 
2019/2/21, , 33, 20, , 
2019/2/22, , 23, 13, 1, 
2019/2/23, , 13, 16, 1, 
2019/2/24, , 19, 23, 1, 
2019/2/25, , 27, 24, 1, 
2019/2/26, , 26, 25, 1, 
2019/2/27, , 20, 14, , 
2019/2/28, , 17, 26, 1, 
2019/3/1, , 25, 19, , 
2019/3/2, , 17, 9, , 
2019/3/3, , 10, 11, , 
2019/3/4, , 16, 21, , 
2019/3/5, , 17, 15, , 
2019/3/6, , 15, 14, , 
2019/3/7, , 15, 15, , 
2019/3/8, , 19, 9, , 
2019/3/9, , 10, 3, , 
2019/3/10, , 10, 15, , 
2019/3/11, , 11, 19, , 
2019/3/12, , 14, 15, , 
2019/3/13, , 13, 12, , 
2019/3/14, , 11, 15, , 
2019/3/15, , 13, 15, , 
2019/3/16, , 20, 5, , 
2019/3/17, , 12, 19, , 
2019/3/18, , 11, 23, 1, 
2019/3/19, , 10, 20, 1, 
2019/3/20, , 13, 24, , 
2019/3/21, , 23, 20, , 
2019/3/22, , 22, 18, , 
2019/3/23, , 23, 15, , 
2019/3/24, , 23, 18, , 
2019/3/25, , 22, 16, , 
2019/3/26, , 10, 21, 1, 
2019/3/27, , 13, 20, , 
2019/3/28, , 13, 19, , 
2019/3/29, , 15, 15, , 
2019/3/30, , 19, 18, 2, 
2019/3/31, , 21, 27, 1, 
2018/10/1, , 26, 13, , 
2018/10/2, , 11, 14, , 
2018/10/3, , 17, 16, , 
2018/10/4, , 19, 17, 7, 
2018/10/5, , 27, 17, 1, 
2018/10/6, , 39, 13, , 
2018/10/7, , 26, 10, , 
2018/10/8, , 23, 19, 1, 
2018/10/9, , 32, 15, 1, 
2018/10/10, , 33, 17, 1, 
2018/10/11, , 40, 18, 1, 
2018/10/12, , 43, 16, 2, 
2018/10/13, , 40, 11, 2, 
2018/10/14, , 37, 21, 1, 
2018/10/15, , 42, 19, , 
2018/10/16, , 39, 19, 2, 
2018/10/17, , 46, 25, 1, 
2018/10/18, , 50, 21, 1, 
2018/10/19, , 38, , , 
2018/10/22, , 22, 17, , 
2018/10/23, , 21, 13, , 
2018/10/24, , 17, 12, , 
2018/10/25, , 16, 17, , 
2018/10/26, , 24, , , 
2018/10/28, , 15, 11, 1, 
2018/10/29, , 14, 2, , 
2018/10/30, , 8, 22, , 
2018/10/31, , 19, 15, 1, 
2018/11/1, , 32, 17, , 
2018/11/2, , 21, 11, , 
2018/11/3, , 31, , , 
2018/11/5, , 42, 13, 1, 
2018/11/6, , 51, 16, , 
2018/11/7, , 32, 15, , 
2018/11/8, , 18, 18, , 
2018/11/9, , 27, 10, , 
2018/11/10, , 16, 13, , 
2018/11/11, , 16, 17, , 
2018/11/12, , 21, 14, , 
2018/11/13, , 15, 18, , 
2018/11/14, , 20, 20, 1, 
2018/11/15, , 22, 20, 1, 
2018/11/16, , 12, 13, 1, 
2018/11/17, , 15, 10, 1, 
2018/11/18, , 16, 14, 1, 
2018/11/19, , 18, 16, 2, 
2018/11/20, , 20, 14, 1, 
2018/11/21, , 32, 11, , 
2018/11/22, , 23, 8, , 
2018/11/23, , 24, 10, 8, 
2018/11/24, , 38, 11, 2, 
2018/11/25, , 24, 13, 1, 
2018/11/26, , 8, 12, 1, 
2018/11/27, , 10, 19, 1, 
2018/11/28, , 15, 22, 1, 
2018/11/29, , 26, 12, 1, 
2018/11/30, , 24, 16, 2, 
2018/12/1, , 41, 19, 1, 
2018/12/2, , 54, 24, 2, 
2018/12/3, , 48, 20, 1, 
2018/12/4, , 41, 27, 1, 
2018/12/5, , 22, 22, 1, 
2018/12/6, , 36, 20, 1, 
2018/12/7, , 35, 18, , 
2018/12/8, , 12, 20, , 
2018/12/9, , 23, 17, 1, 
2018/12/10, , 23, 24, 1, 
2018/12/11, , 27, 29, 1, 
2018/12/12, , 41, 19, 1, 
2018/12/13, , 23, 15, 1, 
2018/12/14, , 11, 7, , 
2018/12/15, , 12, , , 
2018/12/16, , 23, 27, 3, 
2018/12/17, , 40, 34, 2, 
2018/12/18, , 52, 16, , 
2018/12/19, , 44, 20, 1, 
2018/12/20, , 62, 17, 1, 
2018/12/21, , 56, 15, 1, 
2018/12/22, , 9, 30, 2, 
2018/12/23, , 23, 6, , 
2018/7/1, , 10, 9, 1, 
2018/7/2, , 14, 12, 1, 
2018/7/3, , 25, 11, , 
2018/7/4, , 16, 8, , 
2018/7/5, , 21, 16, , 
2018/7/6, , 15, 9, , 
2018/7/7, , 12, 11, , 
2018/7/8, , 12, 15, , 
2018/7/9, , 17, 8, , 
2018/7/10, , 21, 13, , 
2018/7/11, , 9, 9, , 
2018/7/12, , 12, 9, , 
2018/7/13, , 15, 7, , 
2018/7/14, , 13, 9, , 
2018/7/15, , 13, 9, , 
2018/7/16, , 13, 12, , 
2018/7/17, , 12, 12, , 
2018/7/18, , 15, 11, , 
2018/7/19, , 23, 8, , 
2018/7/20, , 19, 6, , 
2018/7/21, , 15, 5, , 
2018/7/22, , 14, 16, , 
2018/7/23, , 15, 16, , 
2018/7/24, , 23, 19, , 
2018/7/25, , 23, 19, , 
2018/7/26, , 17, 14, , 
2018/7/27, , 20, 6, , 
2018/7/28, , 19, , , 
2018/7/30, , 25, 16, , 
2018/7/31, , 21, 17, , 
2018/8/1, , 28, 14, , 
2018/8/2, , 23, 12, , 
2018/8/3, , 33, 10, , 
2018/8/4, , 18, 5, , 
2018/8/5, , 18, 9, , 
2018/8/6, , 23, 6, 5, 
2018/8/7, , 31, 9, 3, 
2018/8/8, , 27, 9, 5, 
2018/8/9, , 40, 14, 3, 
2018/8/10, , 37, 8, , 
2018/8/11, , 12, 6, , 
2018/8/12, , 10, 6, , 
2018/8/13, , 15, 10, , 
2018/8/14, , 13, 6, , 
2018/8/15, , 8, 14, , 
2018/8/16, , 12, 9, , 
2018/8/17, , 15, 9, , 
2018/8/18, , 20, 9, , 
2018/8/19, , 18, 16, , 
2018/8/20, , 18, 16, , 
2018/8/21, , 20, 15, , 
2018/8/22, , 24, 12, , 
2018/8/23, , 27, 11, , 
2018/8/24, , 28, 11, , 
2018/8/25, , 15, , , 
2018/8/27, , 9, 8, , 
2018/8/28, , 8, 13, , 
2018/8/29, , 21, 12, , 
2018/8/30, , 21, 16, , 
2018/8/31, , 15, 17, , 
2018/9/1, , 23, 3, , 
2018/9/2, , 11, 19, , 
2018/9/3, , 16, 16, , 
2018/9/4, , 12, 16, , 
2018/9/5, , 19, 13, , 
2018/9/6, , 18, 14, , 
2018/9/7, , 19, 10, , 
2018/9/8, , 17, , , 
2018/9/10, , 20, 23, , 
2018/9/11, , 20, 16, , 
2018/9/12, , 19, 15, 2, 
2018/9/13, , 21, 16, 1, 
2018/9/14, , 29, , , 
2018/9/17, , 23, 13, 4, 
2018/9/18, , 21, 13, 1, 
2018/9/19, , 24, 23, , 
2018/9/20, , 24, 13, 1, 
2018/9/21, , 30, 12, , 
2018/9/22, , 15, 9, , 
2018/9/23, , 11, 11, , 
2018/9/24, , 8, 14, , 
2018/9/25, , 9, 12, , 
2018/9/26, , 10, 13, , 
2018/9/27, , 18, 16, 4, 
2018/9/28, , 25, 13, , 
2018/9/29, , 15, 9, , 
2018/9/30, , 12, 18, 2, 
2018/4/1, , 4, 5, , 
2018/4/2, , 5, 6, , 
2018/4/3, , 9, 12, , 
2018/4/4, , 12, 9, , 
2018/4/5, , 7, 16, , 
2018/4/6, , 11, 15, , 
2018/4/7, , 13, 13, 1, 
2018/4/8, , 15, 14, 1, 
2018/4/9, , 22, 12, , 
2018/4/10, , 12, 20, 1, 
2018/4/11, , 16, 20, 1, 
2018/4/12, , 25, 10, , 
2018/4/13, , 15, 19, 1, 
2018/4/14, , 18, 14, 1, 
2018/4/15, , 31, 15, 1, 
2018/4/16, , 41, 16, , 
2018/4/17, , 15, 21, , 
2018/4/18, , 21, 20, 1, 
2018/4/19, , 27, 18, , 
2018/4/20, , 17, 14, , 
2018/4/21, , 20, 11, , 
2018/4/22, , 16, 12, , 
2018/4/23, , 21, 15, , 
2018/4/24, , 28, 8, , 
2018/4/25, , 28, 14, , 
2018/4/26, , 28, 12, , 
2018/4/27, , 15, 11, 1, 
2018/4/28, , 31, 9, , 
2018/4/29, , 29, 8, , 
2018/4/30, , 23, 8, , 
2018/5/1, , 17, 16, 1, 
2018/5/2, , 23, 17, 1, 
2018/5/3, , 24, 15, , 
2018/5/4, , 23, 16, , 
2018/5/5, , 23, 15, 1, 
2018/5/6, , 17, 17, 1, 
2018/5/7, , 18, 17, , 
2018/5/8, , 20, 16, , 
2018/5/9, , 18, 15, , 
2018/5/10, , 21, 16, 1, 
2018/5/11, , 20, 10, 1, 
2018/5/12, , 21, 8, , 
2018/5/13, , 13, 11, , 
2018/5/14, , 13, , , 
2018/5/15, , 7, , , 
2018/5/16, , 8, , , 
2018/5/17, , 7, , , 
2018/5/18, , 13, , , 
2018/5/19, , 15, , , 
2018/5/20, , 14, , , 
2018/5/21, , 13, , 1, 
2018/5/22, , 20, , 1, 
2018/5/23, , 22, , , 
2018/5/24, , 19, , , 
2018/5/25, , 20, , , 
2018/5/26, , 12, , , 
2018/5/27, , 16, 20, 3, 
2018/5/28, , 29, 12, 3, 
2018/5/29, , 30, 16, 1, 
2018/5/30, , 26, 6, 1, 
2018/5/31, , 29, 10, , 
2018/6/1, , 26, 8, , 
2018/6/2, , 19, 8, , 
2018/6/3, , 15, 6, , 
2018/6/4, , 16, 14, , 
2018/6/5, , 20, 9, , 
2018/6/6, , 14, 8, , 
2018/6/7, , 14, 25, 1, 
2018/6/8, , 29, 10, , 
2018/6/9, , 17, 7, , 
2018/6/10, , 19, 8, , 
2018/6/11, , 22, 8, , 
2018/6/12, , 27, 12, , 
2018/6/13, , 15, 14, , 
2018/6/14, , 11, 19, , 
2018/6/15, , 20, 15, , 
2018/6/16, , 20, 12, , 
2018/6/17, , 20, 18, , 
2018/6/18, , 17, 18, , 
2018/6/19, , 14, 18, , 
2018/6/20, , 18, 6, , 
2018/6/21, , 31, 5, , 
2018/6/22, , 10, 3, , 
2018/6/23, , 7, 3, , 
2018/6/24, , 8, 7, , 
2018/6/25, , 7, 15, , 
2018/6/26, , 10, 14, , 
2018/6/27, , 10, 17, , 
2018/6/28, , 8, 14, , 
2018/6/29, , 14, 12, , 
2018/6/30, , 16, 5, , 
2018/1/1, , 14, 21, , 
