date, pm25, pm10, no2, so2, co
2018/1/2, , 16, 20, , 
2018/1/3, , 21, 25, 1, 
2018/1/4, , 31, 22, , 
2018/1/5, , 21, 14, , 
2018/1/6, , 12, 19, 1, 
2018/1/7, , 24, 25, 1, 
2018/1/8, , 37, 17, 1, 
2018/1/9, , 36, 18, , 
2018/1/10, , 24, 19, 1, 
2018/1/11, , 16, 15, 1, 
2018/1/12, , 18, , , 
2018/1/14, , 14, 13, 2, 
2018/1/15, , 22, 13, 2, 
2018/1/16, , 19, 19, , 
2018/1/17, , 14, 21, 1, 
2018/1/18, , 25, 22, , 
2018/1/19, , 11, 14, , 
2018/1/20, , 10, 15, , 
2018/1/21, , 14, 20, 1, 
2018/1/22, , 18, 24, 1, 
2018/1/23, , 32, 26, 1, 
2018/1/24, , 29, 17, 1, 
2018/1/25, , 23, 22, 1, 
2018/1/26, , 18, 19, , 
2018/1/27, , 24, 11, , 
2018/1/28, , 24, 20, 1, 
2018/1/29, , 28, 29, 1, 
2018/1/30, , 35, 23, 1, 
2018/1/31, , 23, 14, , 
2018/2/1, , 12, 27, , 
2018/2/2, , 11, 22, , 
2018/2/3, , 13, 20, , 
2018/2/4, , 19, 21, , 
2018/2/5, , 22, 14, 1, 
2018/2/6, , 18, 23, 2, 
2018/2/7, , 29, 30, 1, 
2018/2/8, , 38, 24, 1, 
2018/2/9, , 43, 18, 1, 
2018/2/10, , 29, 12, 1, 
2018/2/11, , 20, 26, 1, 
2018/2/12, , 44, 16, 1, 
2018/2/13, , 7, 17, 1, 
2018/2/14, , 11, 24, 1, 
2018/2/15, , 25, 27, 2, 
2018/2/16, , 36, 19, 3, 
2018/2/17, , 35, 16, 1, 
2018/2/18, , 22, 22, 1, 
2018/2/19, , 19, 18, 1, 
2018/2/20, , 11, 17, 2, 
2018/2/21, , 24, 18, 2, 
2018/2/22, , 19, 21, 1, 
2018/2/23, , 14, 20, 2, 
2018/2/24, , 25, 11, 2, 
2018/2/25, , 20, 13, 3, 
2018/2/26, , 27, 15, 2, 
2018/2/27, , 28, 23, 2, 
2018/2/28, , 39, 25, 5, 
2018/3/1, , 52, 24, 6, 
2018/3/2, , 54, 21, 2, 
2018/3/3, , 50, 23, 1, 
2018/3/4, , 54, 27, 3, 
2018/3/5, , 48, 25, 2, 
2018/3/6, , 34, 30, 1, 
2018/3/7, , 33, 21, 1, 
2018/3/8, , 16, 17, , 
2018/3/9, , 17, 10, , 
2018/3/10, , 9, 14, , 
2018/3/11, , 14, 14, , 
2018/3/12, , 10, 20, , 
2018/3/13, , 17, 17, , 
2018/3/14, , 14, 16, , 
2018/3/15, , 12, 23, , 
2018/3/16, , 15, 21, , 
2018/3/17, , 12, 11, , 
2018/3/18, , 15, 18, 1, 
2018/3/19, , 16, 18, 1, 
2018/3/20, , 28, 22, 1, 
2018/3/21, , 26, 21, 1, 
2018/3/22, , 20, 23, 1, 
2018/3/23, , 22, 15, 1, 
2018/3/24, , 20, 18, 5, 
2018/3/25, , 29, 19, 2, 
2018/3/26, , 29, 20, 1, 
2018/3/27, , 27, 16, , 
2018/3/28, , 21, 19, , 
2018/3/29, , 14, 21, , 
2018/3/30, , 15, 17, , 
2018/3/31, , 8, 7, , 
2017/10/1, , 25, 19, 1, 
2017/10/2, , 33, 19, , 
2017/10/3, , 24, 13, , 
2017/10/4, , 15, 13, , 
2017/10/5, , 15, 12, , 
2017/10/6, , 10, 14, , 
2017/10/7, , 11, 11, , 
2017/10/8, , 13, 16, , 
2017/10/9, , 16, 17, , 
2017/10/10, , 17, 14, , 
2017/10/11, , 22, 18, , 
2017/10/12, , 25, 20, , 
2017/10/13, , 31, 16, , 
2017/10/14, , 24, 14, , 
2017/10/15, , 23, 18, 1, 
2017/10/16, , 25, 19, , 
2017/10/17, , 31, 19, , 
2017/10/18, , 30, 24, 1, 
2017/10/19, , 28, 18, , 
2017/10/20, , 20, 12, , 
2017/10/21, , 22, 14, , 
2017/10/22, , 16, 15, , 
2017/10/23, , 4, 11, , 
2017/10/24, , 10, 20, 1, 
2017/10/25, , 17, 20, 1, 
2017/10/26, , 23, 21, 1, 
2017/10/27, , 22, 17, 1, 
2017/10/28, , 13, 9, , 
2017/10/29, , 12, 18, 1, 
2017/10/30, , 13, 19, 1, 
2017/10/31, , 17, 15, , 
2017/11/1, , 20, 20, , 
2017/11/2, , 21, 19, , 
2017/11/3, , 19, 19, , 
2017/11/4, , 29, 19, 1, 
2017/11/5, , 29, 16, 2, 
2017/11/6, , 19, 19, 2, 
2017/11/7, , 21, 17, 1, 
2017/11/8, , 21, 15, 1, 
2017/11/9, , 19, 18, 1, 
2017/11/10, , 29, 17, , 
2017/11/11, , 34, 16, , 
2017/11/12, , 20, 16, , 
2017/11/13, , 9, 14, , 
2017/11/14, , 9, 19, 1, 
2017/11/15, , 15, 21, 1, 
2017/11/16, , 27, 17, 1, 
2017/11/17, , 21, 15, , 
2017/11/18, , 14, 16, , 
2017/11/19, , 30, 22, 1, 
2017/11/20, , 24, 20, , 
2017/11/21, , 17, , , 
2017/11/23, , 16, 23, 1, 
2017/11/24, , 21, 27, 1, 
2017/11/25, , 29, 14, , 
2017/11/26, , 9, 22, 1, 
2017/11/27, , 14, 23, 2, 
2017/11/28, , 21, 30, 1, 
2017/11/29, , 33, 20, 1, 
2017/11/30, , 16, 21, 1, 
2017/12/1, , 14, 16, 1, 
2017/12/2, , 13, 16, 1, 
2017/12/3, , 17, 23, 1, 
2017/12/4, , 29, 26, 1, 
2017/12/5, , 38, 28, 1, 
2017/12/6, , 43, 30, 1, 
2017/12/7, , 40, 18, , 
2017/12/8, , 10, 23, , 
2017/12/9, , 14, 21, , 
2017/12/10, , 16, 10, 3, 
2017/12/11, , 6, 16, 1, 
2017/12/12, , 12, 12, , 
2017/12/13, , 7, 18, , 
2017/12/14, , 14, 21, , 
2017/12/15, , 10, 18, , 
2017/12/16, , 13, 16, , 
2017/12/17, , 15, 22, 1, 
2017/12/18, , 24, 22, 1, 
2017/12/19, , 23, 29, 2, 
2017/12/20, , 57, 21, 1, 
2017/12/21, , 33, 28, 2, 
2017/12/22, , 35, 19, 1, 
2017/12/23, , 25, 29, 1, 
2017/12/24, , 54, 24, 1, 
2017/12/25, , 47, 10, , 
2017/12/26, , 9, 27, 1, 
2017/12/27, , 20, 21, , 
2017/12/28, , 10, 20, , 
2017/12/29, , 17, 18, 1, 
2017/12/30, , 27, , , 
2017/7/1, , 8, 11, , 
2017/7/2, , 7, 15, , 
2017/7/3, , 8, 13, 17, 
2017/7/4, , 27, 18, 27, 
2017/7/5, , 31, 19, 3, 
2017/7/6, , 19, 16, , 
2017/7/7, , 20, 12, , 
2017/7/8, , 16, 9, , 
2017/7/9, , 15, 12, 6, 
2017/7/10, , 33, 13, 6, 
2017/7/11, , 40, 14, , 
2017/7/12, , 16, 15, , 
2017/7/13, , 11, 21, , 
2017/7/14, , 13, 14, , 
2017/7/15, , 9, 10, , 
2017/7/16, , 9, 16, , 
2017/7/17, , 14, 14, , 
2017/7/18, , 17, 12, , 
2017/7/19, , 32, 13, , 
2017/7/20, , 33, 12, , 
2017/7/21, , 12, 9, , 
2017/7/22, , 15, 7, , 
2017/7/23, , 19, 17, , 
2017/7/24, , 19, 7, , 
2017/7/25, , 6, 11, , 
2017/7/26, , 7, 11, , 
2017/7/27, , 10, 12, , 
2017/7/28, , 10, 8, , 
2017/7/29, , 10, 7, , 
2017/7/30, , 13, 15, , 
2017/7/31, , 17, 15, 1, 
2017/8/1, , 21, 17, , 
2017/8/2, , 29, 12, , 
2017/8/3, , 21, 17, , 
2017/8/4, , 31, 7, , 
2017/8/5, , 15, , , 
2017/8/7, , 11, 12, , 
2017/8/8, , 20, 17, 2, 
2017/8/9, , 35, 21, 1, 
2017/8/10, , 30, 9, , 
2017/8/11, , 19, 8, , 
2017/8/12, , 8, 7, , 
2017/8/13, , 7, 13, , 
2017/8/14, , 13, 8, , 
2017/8/15, , 9, 15, , 
2017/8/16, , 16, 15, , 
2017/8/17, , 15, 10, , 
2017/8/18, , 15, , , 
2017/8/21, , 12, 15, , 
2017/8/22, , 14, , , 
2017/8/23, , 18, , , 
2017/8/24, , 16, , , 
2017/8/25, , 14, , , 
2017/8/26, , 22, , , 
2017/8/27, , 18, , , 
2017/8/28, , 14, , , 
2017/8/29, , 13, , 1, 
2017/8/30, , 19, , , 
2017/8/31, , 17, , , 
2017/9/1, , 19, , , 
2017/9/2, , 6, , , 
2017/9/3, , 5, 10, , 
2017/9/4, , 7, 14, , 
2017/9/5, , 9, 14, , 
2017/9/6, , 15, , , 
2017/9/11, , 13, 15, , 
2017/9/12, , 7, 12, , 
2017/9/13, , 11, 14, , 
2017/9/14, , 13, 17, , 
2017/9/15, , 8, 15, , 
2017/9/16, , 10, 14, , 
2017/9/17, , 8, 13, , 
2017/9/18, , 12, 16, , 
2017/9/19, , 4, 16, , 
2017/9/20, , 9, 14, , 
2017/9/21, , 8, 16, , 
2017/9/22, , 12, 13, , 
2017/9/23, , 16, 13, , 
2017/9/24, , 12, 18, , 
2017/9/25, , 13, 20, 1, 
2017/9/26, , 16, 20, 1, 
2017/9/27, , 22, 19, 2, 
2017/9/28, , 26, 18, 2, 
2017/9/29, , 23, 16, 3, 
2017/9/30, , 25, 13, 2, 
2017/4/1, , 23, 17, 1, 
2017/4/2, , 21, 23, 2, 
2017/4/3, , 25, 20, 2, 
2017/4/4, , 22, 22, 1, 
2017/4/5, , 18, 19, 1, 
2017/4/6, , 12, 15, 1, 
2017/4/7, , 10, 13, 1, 
2017/4/8, , 11, 10, 1, 
2017/4/9, , 10, 16, 1, 
2017/4/10, , 16, 20, 1, 
2017/4/11, , 16, 16, 1, 
2017/4/12, , 14, 18, 1, 
2017/4/13, , 18, 15, 1, 
2017/4/14, , 10, 13, 1, 
2017/4/15, , 11, , 1, 
2017/4/16, , 15, , 1, 
2017/4/17, , 8, , 1, 
2017/4/18, , 10, , 1, 
2017/4/19, , 8, , 1, 
2017/4/20, , 10, , 1, 
2017/4/21, , 13, , 1, 
2017/4/22, , 17, , 1, 
2017/4/23, , 8, , 1, 
2017/4/24, , 11, , 1, 
2017/4/25, , 15, , 1, 
2017/4/26, , 12, , 1, 
2017/4/27, , 21, , 1, 
2017/4/28, , 17, , 1, 
2017/4/29, , 9, , 1, 
2017/4/30, , 12, , 2, 
2017/5/1, , 15, , 1, 
2017/5/2, , 14, , 1, 
2017/5/3, , 14, , 1, 
2017/5/4, , 10, , 1, 
2017/5/5, , 9, , 1, 
2017/5/6, , 8, , , 
2017/5/8, , 11, 19, 1, 
2017/5/9, , 10, 12, , 
2017/5/10, , 8, 13, , 
2017/5/11, , 11, 10, , 
2017/5/12, , 18, 5, , 
2017/5/13, , 14, , , 
2017/5/15, , 9, 21, , 
2017/5/16, , 13, 19, , 
2017/5/17, , 15, 15, , 
2017/5/18, , 19, 14, , 
2017/5/19, , 18, 12, , 
2017/5/20, , 14, , , 
2017/5/22, , 19, 21, , 
2017/5/23, , 19, 34, , 
2017/5/24, , 18, 16, , 
2017/5/25, , 10, 17, , 
2017/5/26, , 12, 16, , 
2017/5/27, , 16, 12, , 
2017/5/28, , 11, 11, , 
2017/5/29, , 14, 14, , 
2017/5/30, , 28, 19, , 
2017/5/31, , 25, 23, , 
2017/6/1, , 25, 15, , 
2017/6/2, , 15, 10, , 
2017/6/3, , 14, 7, , 
2017/6/4, , 13, 12, , 
2017/6/5, , 12, 12, , 
2017/6/6, , 22, 14, , 
2017/6/7, , 9, 13, , 
2017/6/8, , 8, 12, , 
2017/6/9, , 11, 14, , 
2017/6/10, , 12, 13, , 
2017/6/11, , 9, 13, , 
2017/6/12, , 21, 15, , 
2017/6/13, , 18, 15, , 
2017/6/14, , 18, 10, , 
2017/6/15, , 14, 19, , 
2017/6/16, , 19, 10, , 
2017/6/17, , 10, 7, , 
2017/6/18, , 9, 19, 6, 
2017/6/19, , 19, 20, 19, 
2017/6/20, , 31, 27, 12, 
2017/6/21, , 27, 18, 25, 
2017/6/22, , 31, 17, 25, 
2017/6/23, , 39, 12, , 
2017/6/24, , 21, 13, , 
2017/6/25, , 16, 12, 12, 
2017/6/26, , 21, 22, 10, 
2017/6/27, , 36, 19, 4, 
2017/6/28, , 29, 6, 6, 
2017/6/29, , 30, 16, 2, 
2017/6/30, , 10, 8, , 
2017/1/2, , 57, 21, 2, 
2017/1/3, , 27, 25, 1, 
2017/1/4, , 34, 26, 2, 
2017/1/5, , 54, , , 
2017/1/9, , 29, 22, 6, 
2017/1/10, , 34, 21, 3, 
2017/1/11, , 44, 21, 2, 
2017/1/12, , 28, 36, 2, 
2017/1/13, , 24, 20, 1, 
2017/1/14, , 11, , , 
2017/1/16, , 9, 14, 3, 
2017/1/17, , 16, 17, 3, 
2017/1/18, , 23, 26, 4, 
2017/1/19, , 35, 31, 6, 
2017/1/20, , 49, 33, 6, 
2017/1/21, , 61, 24, 12, 
2017/1/22, , 69, 31, 4, 
2017/1/23, , 88, 25, 5, 
2017/1/24, , 70, 27, 3, 
2017/1/25, , 48, 27, 3, 
2017/1/26, , 50, 28, 3, 
2017/1/27, , 59, 23, 5, 
2017/1/28, , 72, 18, 9, 
2017/1/29, , 65, 17, 6, 
2017/1/30, , 53, 23, 4, 
2017/1/31, , 75, 36, 6, 
2017/2/1, , 79, 41, 4, 
2017/2/2, , 66, 26, 2, 
2017/2/3, , 18, 20, 2, 
2017/2/4, , 17, 24, 1, 
2017/2/6, , 5, 22, 2, 
2017/2/7, , 21, 18, 2, 
2017/2/8, , 25, 20, 2, 
2017/2/9, , 37, 23, 5, 
2017/2/10, , 35, 18, 4, 
2017/2/11, , 40, 15, 5, 
2017/2/12, , 47, 20, 5, 
2017/2/13, , 39, 23, 4, 
2017/2/14, , 44, 29, 4, 
2017/2/15, , 46, 28, 3, 
2017/2/16, , 46, 27, 2, 
2017/2/17, , 54, 21, 2, 
2017/2/18, , 21, 18, 1, 
2017/2/19, , 16, 24, 2, 
2017/2/20, , 31, 15, 1, 
2017/2/21, , 18, 19, 1, 
2017/2/22, , 24, 10, 1, 
2017/2/23, , 11, 13, 1, 
2017/2/24, , 11, 16, 1, 
2017/2/25, , 12, 18, 4, 
2017/2/26, , 23, 14, 2, 
2017/2/27, , 29, 5, 1, 
2017/2/28, , 14, 16, 1, 
2017/3/1, , 12, 23, 1, 
2017/3/2, , 22, 23, 2, 
2017/3/3, , 21, 12, 1, 
2017/3/4, , 19, 6, 1, 
2017/3/5, , 8, 15, 1, 
2017/3/6, , 8, 19, 1, 
2017/3/7, , 8, 19, 1, 
2017/3/8, , 12, 22, 1, 
2017/3/9, , 25, 19, 1, 
2017/3/10, , 11, 17, 1, 
2017/3/11, , 14, 19, 1, 
2017/3/12, , 17, 22, 2, 
2017/3/13, , 28, 26, 2, 
2017/3/14, , 36, 24, 2, 
2017/3/15, , 32, 21, 1, 
2017/3/16, , 27, 25, 2, 
2017/3/17, , 32, 15, 1, 
2017/3/18, , 28, 12, 1, 
2017/3/19, , 16, 16, 1, 
2017/3/20, , 18, 15, 1, 
2017/3/21, , 21, 18, 1, 
2017/3/22, , 19, 14, 1, 
2017/3/23, , 18, 17, 1, 
2017/3/24, , 16, 16, 2, 
2017/3/25, , 21, 18, 1, 
2017/3/26, , 17, 20, 1, 
2017/3/27, , 13, 19, 2, 
2017/3/28, , 20, 22, 2, 
2017/3/29, , 22, 23, 1, 
2017/3/30, , 26, 19, 1, 
2017/3/31, , 21, 18, 2, 
2016/10/1, , 18, 13, 1, 
2016/10/2, , 15, 13, 1, 
2016/10/3, , 11, 11, 1, 
2016/10/4, , 10, 19, 1, 
2016/10/5, , 11, 15, 1, 
2016/10/6, , 13, 15, 2, 
2016/10/7, , 10, 12, 1, 
2016/10/8, , 14, 13, 1, 
2016/10/9, , 14, 21, 2, 
2016/10/10, , 12, 20, 1, 
2016/10/11, , 10, 15, 1, 
2016/10/12, , 14, 17, 2, 
2016/10/13, , 24, 24, 3, 
2016/10/14, , 29, 16, 1, 
2016/10/15, , 26, 18, 2, 
2016/10/16, , 43, 23, 1, 
2016/10/17, , 33, 13, 1, 
2016/10/18, , 20, 12, 1, 
2016/10/19, , 25, 17, 2, 
2016/10/20, , 17, 19, 1, 
2016/10/21, , 10, , , 
2016/10/23, , 25, 13, 3, 
2016/10/24, , 46, 18, 1, 
2016/10/25, , 40, 17, 1, 
2016/10/26, , 15, 20, 1, 
2016/10/27, , 22, 20, 2, 
2016/10/28, , 25, 17, 2, 
2016/10/29, , 32, 15, 1, 
2016/10/30, , 20, 18, 2, 
2016/10/31, , 21, 17, 2, 
2016/11/1, , 25, 21, 2, 
2016/11/2, , 23, 14, 1, 
2016/11/3, , 10, 15, 2, 
2016/11/4, , 26, 19, 2, 
2016/11/5, , 40, 9, 1, 
2016/11/6, , 10, 16, 1, 
2016/11/7, , 10, 20, 1, 
2016/11/8, , 7, 18, 1, 
2016/11/9, , 16, 17, 2, 
2016/11/10, , 23, 22, 2, 
2016/11/11, , 24, 15, 1, 
2016/11/12, , 6, 14, 1, 
2016/11/13, , 19, 23, 2, 
2016/11/14, , 22, 19, 1, 
2016/11/15, , 27, 20, 2, 
2016/11/16, , 35, 17, 2, 
2016/11/17, , 29, 24, 2, 
2016/11/18, , 29, 17, 1, 
2016/11/19, , 24, 17, 1, 
2016/11/20, , 28, 23, 2, 
2016/11/21, , 40, 26, 2, 
2016/11/22, , 39, 25, 2, 
2016/11/23, , 46, 27, 2, 
2016/11/24, , 52, 20, 2, 
2016/11/25, , 52, 14, 2, 
2016/11/26, , 53, 18, 2, 
2016/11/27, , 20, 16, 1, 
2016/11/28, , 6, 19, 1, 
2016/11/29, , 14, 25, 1, 
2016/11/30, , 27, 33, 2, 
2016/12/1, , 48, 36, 2, 
2016/12/2, , 49, 25, 1, 
2016/12/3, , 24, 21, 3, 
2016/12/4, , 26, 22, 3, 
2016/12/5, , 42, 34, 3, 
2016/12/6, , 72, 26, 2, 
2016/12/7, , 46, 20, 1, 
2016/12/8, , 31, 27, 1, 
2016/12/9, , 46, 44, 2, 
2016/12/10, , 84, 27, 2, 
2016/12/11, , 70, 26, 2, 
2016/12/12, , 40, 21, 2, 
2016/12/13, , 23, 30, 2, 
2016/12/14, , 51, 32, 3, 
2016/12/15, , 62, 23, 2, 
2016/12/16, , 25, 19, 1, 
2016/12/17, , 39, 22, 1, 
2016/12/18, , 48, 15, 1, 
2016/12/19, , 31, 11, 1, 
2016/12/20, , 32, 11, 6, 
2016/12/21, , 32, 10, 9, 
2016/12/22, , 29, 16, 4, 
2016/12/23, , 37, 17, 1, 
2016/12/24, , 47, , , 
2016/12/27, , 38, 22, 1, 
2016/12/28, , 16, 24, 2, 
2016/12/29, , 17, 24, 2, 
2016/12/30, , 31, 31, 2, 
2016/12/31, , 57, 27, 1, 
2017/1/1, , 71, 38, 2, 
2016/7/1, , 18, 9, , 
2016/7/2, , 20, 10, , 
2016/7/3, , 9, 10, , 
2016/7/4, , 9, 10, , 
2016/7/5, , 13, 11, 1, 
2016/7/6, , 15, 10, 1, 
2016/7/7, , 11, 11, 1, 
2016/7/8, , 17, 9, 1, 
2016/7/9, , 17, 7, 1, 
2016/7/10, , 14, 10, 1, 
2016/7/11, , 18, 8, 1, 
2016/7/12, , 24, 11, 1, 
2016/7/13, , 18, 14, 1, 
2016/7/14, , 9, 17, 1, 
2016/7/15, , 8, 8, , 
2016/7/16, , 10, 9, , 
2016/7/17, , 15, 10, 1, 
2016/7/18, , 13, 8, 1, 
2016/7/19, , 12, 8, 1, 
2016/7/20, , 15, 8, 1, 
2016/7/21, , 22, 10, 1, 
2016/7/22, , 18, 6, 1, 
2016/7/23, , 23, 9, 1, 
2016/7/24, , 22, 10, 1, 
2016/7/25, , 19, 10, 1, 
2016/7/26, , 15, 9, 1, 
2016/7/27, , 20, 11, 1, 
2016/7/28, , 17, 6, 1, 
2016/7/29, , 12, 6, 1, 
2016/7/30, , 19, 3, 1, 
2016/7/31, , 14, 7, 1, 
2016/8/1, , 9, 8, 1, 
2016/8/2, , 15, 7, 1, 
2016/8/3, , 11, 8, 1, 
2016/8/4, , 15, 3, 1, 
2016/8/5, , 22, 7, 1, 
2016/8/6, , 8, 10, 1, 
2016/8/7, , 10, 10, 1, 
2016/8/8, , 11, 10, 1, 
2016/8/9, , 14, 14, 1, 
2016/8/10, , 7, 11, 1, 
2016/8/11, , 7, 12, 1, 
2016/8/12, , 10, 8, 1, 
2016/8/13, , 8, 6, 1, 
2016/8/17, , 16, 7, 1, 
2016/8/18, , 23, 10, 1, 
2016/8/19, , 16, 6, 1, 
2016/8/20, , 15, 8, 1, 
2016/8/21, , 23, 7, 1, 
2016/8/22, , 8, 17, 1, 
2016/8/23, , 11, 17, 1, 
2016/8/24, , 13, 16, 1, 
2016/8/25, , 19, 15, 1, 
2016/8/26, , 14, 10, 1, 
2016/8/27, , 22, 9, 1, 
2016/8/28, , 25, 12, 1, 
2016/8/29, , 28, 30, 1, 
2016/8/30, , 32, 18, 1, 
2016/8/31, , 16, 15, 1, 
2016/9/1, , 18, 15, 1, 
2016/9/2, , 23, 13, 1, 
2016/9/3, , 22, 11, 1, 
2016/9/4, , 20, 9, 1, 
2016/9/5, , 9, 12, 1, 
2016/9/6, , 8, 17, 1, 
2016/9/7, , 19, 23, 1, 
2016/9/8, , 34, 23, 1, 
2016/9/9, , 27, 24, 1, 
2016/9/10, , 26, 17, 1, 
2016/9/11, , 26, 15, 1, 
2016/9/12, , 31, 14, 1, 
2016/9/13, , 27, 14, 1, 
2016/9/14, , 34, 9, 1, 
2016/9/15, , 31, 10, 1, 
2016/9/16, , 23, 7, 1, 
2016/9/17, , 7, 7, 1, 
2016/9/18, , 10, 9, 1, 
2016/9/19, , 12, 11, 1, 
2016/9/20, , 15, 26, 1, 
2016/9/21, , 16, , 1, 
2016/9/22, , 17, 10, 1, 
2016/9/23, , 19, 11, 1, 
2016/9/24, , 15, , 1, 
2016/9/25, , 14, 30, 1, 
2016/9/26, , 21, 17, 1, 
2016/9/27, , 16, 17, 1, 
2016/9/28, , 19, 14, 1, 
2016/9/29, , 18, 14, 1, 
2016/9/30, , 22, 10, 1, 
2016/4/1, , 23, 10, 1, 
2016/4/2, , 16, 9, 2, 
2016/4/3, , 24, 7, 1, 
2016/4/4, , 24, 9, 1, 
2016/4/5, , 31, 12, 1, 
2016/4/6, , 37, 14, 1, 
2016/4/7, , 27, 14, 1, 
2016/4/8, , 19, 6, , 
2016/4/9, , 8, 5, , 
2016/4/10, , 9, 8, 1, 
2016/4/11, , 14, 6, 1, 
2016/4/12, , 18, 8, 1, 
2016/4/13, , 22, 12, 1, 
2016/4/14, , 19, 6, 1, 
2016/4/15, , 12, 9, , 
2016/4/16, , 15, 10, , 
2016/4/17, , 24, 14, 1, 
2016/4/18, , 17, 12, 1, 
2016/4/19, , 14, , 1, 
2016/4/20, , 15, , 1, 
2016/4/21, , 16, , 1, 
2016/4/22, , 18, , 1, 
2016/4/23, , 16, , 1, 
2016/4/24, , 11, , 1, 
2016/4/25, , 11, , , 
2016/4/26, , 14, , 1, 
2016/4/27, , 8, , , 
2016/4/28, , 9, , , 
2016/4/29, , 12, , 1, 
2016/4/30, , 16, , 1, 
2016/5/1, , 25, , 1, 
2016/5/2, , 10, , 1, 
2016/5/3, , 17, , 1, 
2016/5/4, , 11, , 1, 
2016/5/5, , 15, , 1, 
2016/5/6, , 21, , 1, 
2016/5/7, , 16, , , 
2016/5/8, , 12, , 1, 
2016/5/9, , 15, , 1, 
2016/5/10, , 18, , 1, 
2016/5/11, , 23, 10, 1, 
2016/5/12, , 21, 6, 1, 
2016/5/13, , 10, 7, , 
2016/5/14, , 8, 9, , 
2016/5/15, , 10, 8, , 
2016/5/16, , 11, 16, 1, 
2016/5/17, , 11, 16, 1, 
2016/5/18, , 17, 11, , 
2016/5/19, , 12, 22, 1, 
2016/5/20, , 15, 17, 1, 
2016/5/21, , 15, 10, 1, 
2016/5/22, , 18, 14, 1, 
2016/5/23, , 17, 9, 1, 
2016/5/24, , 7, 11, 1, 
2016/5/25, , 12, 9, 1, 
2016/5/26, , 16, 6, 1, 
2016/5/27, , 16, 6, 1, 
2016/5/28, , 19, 8, 1, 
2016/5/29, , 19, 4, 1, 
2016/5/30, , 10, 5, 1, 
2016/5/31, , 11, 8, 1, 
2016/6/1, , 10, 9, 1, 
2016/6/2, , 10, 10, 1, 
2016/6/3, , 9, 9, 1, 
2016/6/4, , 11, 6, 1, 
2016/6/5, , 10, 8, 1, 
2016/6/6, , 13, 8, 1, 
2016/6/7, , 17, 8, 1, 
2016/6/8, , 19, 17, 1, 
2016/6/9, , 24, 12, 1, 
2016/6/10, , 16, 5, 1, 
2016/6/11, , 12, 4, 1, 
2016/6/12, , 8, 6, 1, 
2016/6/13, , 10, 6, 1, 
2016/6/14, , 12, 4, 1, 
2016/6/15, , 10, 7, 1, 
2016/6/16, , 18, 5, 1, 
2016/6/17, , 17, 8, 1, 
2016/6/18, , 12, 9, 1, 
2016/6/19, , 11, 10, 1, 
2016/6/20, , 7, 8, , 
2016/6/21, , 11, 11, , 
2016/6/22, , 16, 18, , 
2016/6/23, , 22, 15, , 
2016/6/24, , 32, 7, , 
2016/6/25, , 34, 10, , 
2016/6/26, , 18, 14, , 
2016/6/27, , 12, 14, , 
2016/6/28, , 11, 8, , 
2016/6/29, , 11, 9, , 
2016/6/30, , 13, 10, , 
2016/1/4, , 37, 16, 7, 
2016/1/5, , 59, 12, 5, 
2016/1/6, , 44, 28, 3, 
2016/1/7, , 48, 39, 3, 
2016/1/8, , 68, 40, 3, 
2016/1/9, , 109, 17, 2, 
2016/1/10, , 77, 11, 2, 
2016/1/11, , 12, 17, 1, 
2016/1/12, , 17, 16, 2, 
2016/1/13, , 34, 20, 2, 
2016/1/14, , 41, 17, 1, 
2016/1/15, , 34, 14, 1, 
2016/1/16, , 35, , , 
2016/1/18, , 29, 19, 4, 
2016/1/19, , 43, 25, 3, 
2016/1/20, , 58, 21, 2, 
2016/1/21, , 36, 15, 1, 
2016/1/22, , 31, 18, 1, 
2016/1/23, , 43, 25, 3, 
2016/1/24, , 66, 28, 2, 
2016/1/25, , 76, 30, 4, 
2016/1/26, , 59, 26, 3, 
2016/1/27, , 44, 12, , 
2016/1/28, , 15, 22, 2, 
2016/1/29, , 42, 11, 2, 
2016/1/30, , 25, 9, , 
2016/1/31, , 10, 10, 1, 
2016/2/1, , 20, 8, , 
2016/2/2, , 12, 13, , 
2016/2/3, , 12, 13, 1, 
2016/2/4, , 14, 17, 2, 
2016/2/5, , 25, 10, 2, 
2016/2/6, , 21, 14, 2, 
2016/2/7, , 18, 15, 1, 
2016/2/8, , 22, 9, , 
2016/2/9, , 10, 13, , 
2016/2/10, , 8, 15, 1, 
2016/2/11, , 20, 22, , 
2016/2/12, , 21, 12, , 
2016/2/13, , 19, 21, 2, 
2016/2/14, , 33, 20, 1, 
2016/2/15, , 17, 13, 1, 
2016/2/16, , 11, 10, 1, 
2016/2/17, , 19, 12, 1, 
2016/2/18, , 20, 13, , 
2016/2/19, , 12, 10, , 
2016/2/20, , 12, 7, , 
2016/2/21, , 9, 4, , 
2016/2/22, , 12, 8, , 
2016/2/23, , 15, 11, , 
2016/2/24, , 14, 15, , 
2016/2/25, , 17, 11, , 
2016/2/26, , 14, 13, 7, 
2016/2/27, , 28, 17, 3, 
2016/2/28, , 47, 13, 2, 
2016/2/29, , 25, 14, 2, 
2016/3/1, , 20, 11, 1, 
2016/3/2, , 17, 9, 2, 
2016/3/3, , 12, 15, , 
2016/3/4, , 12, 8, , 
2016/3/5, , 16, 14, , 
2016/3/6, , 14, 16, , 
2016/3/7, , 13, 12, 1, 
